Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL,Investor Names
Seed Round - ballurh,https://www.crunchbase.com/funding_round/ballurh-seed--2ebc8360,Seed,500000,SAR,133321,2023-06-12,1,2,Crystal Clear Decisions,"Information Technology, Software","Riyadh, Ar Riyad, Saudi Arabia, Asia",,https://www.ballurh.io/,ballurh,https://www.crunchbase.com/organization/ballurh,Flat6Labs Riyadh accelerator program
Seed Round - Ygii App,https://www.crunchbase.com/funding_round/ygii-app-seed--b586b1fd,Seed,500000,SAR,133321,2023-06-12,1,2,Build and share wishlists for any occasion with your friends and family,"Affiliate Marketing, Consumer, Gift, Gift Registry, Social Shopping","Riyadh, Ar Riyad, Saudi Arabia, Asia",,https://www.ygii.app/,Ygii App,https://www.crunchbase.com/organization/ygii-app,Flat6Labs Riyadh accelerator program
Seed Round - Baeynh,https://www.crunchbase.com/funding_round/baeynh-seed--d0b34ca5,Seed,500000,SAR,133321,2023-06-12,1,1,Baeynh is a virtual platform that allows people and small businesses to acquire legal services and consultations.,"Consulting, Information Services","Riyadh, Ar Riyad, Saudi Arabia, Asia",,https://baeynh.com,Baeynh,https://www.crunchbase.com/organization/baeynh,Flat6Labs Riyadh accelerator program
Seed Round - Axom,https://www.crunchbase.com/funding_round/axom-seed--0ae38c73,Seed,800000,CHF,882905,2023-06-05,2,2,Axom automating visual inspection through image analysis in the healthcare industry.,"Health Care, Software","Basel, Basel-Stadt, Switzerland, Europe",,https://www.axom.tech/,Axom,https://www.crunchbase.com/organization/axom,"SICTIC, Spicehaus Partners"
Pre Seed Round - Oamo,https://www.crunchbase.com/funding_round/oamo-pre-seed--8b480e25,Pre-Seed,1250000,USD,1250000,2023-06-06,1,1,"Oamo helps Web3 leaders supercharge their growth initiatives across DeFi, NFTs, Gaming, Wallets, and more.","Data Center, Security",,,https://www.oamo.io/,Oamo,https://www.crunchbase.com/organization/oamo,White Star Capital
Pre Seed Round - HRobots,https://www.crunchbase.com/funding_round/hrobots-pre-seed--c98e2aa9,Pre-Seed,1100000,PLN,263200,2023-06-05,1,1,"HRobots creates the Human Capital Management system, which is built on complex algorithms that largely assist employee service procedures.","Human Resources, Information Services, Robotics","Lublin, Lubelskie, Poland, Europe",,https://hrobots.eu/,HRobots,https://www.crunchbase.com/organization/hrobots,Spinaker alpha
Seed Round - Sustainable Screens Australia,https://www.crunchbase.com/funding_round/sustainable-screens-australia-seed--d242bea2,Seed,,,,2023-06-09,2,1,Sustainable Screens Australia mission to inspire and enable productions to minimise their environmental impact.,Environmental Engineering,"Gepps Cross, South Australia, Australia, Oceania",,https://www.sustainablescreens.au,Sustainable Screens Australia,https://www.crunchbase.com/organization/sustainable-screens-australia,"Minderoo Foundation, Screen Australia"
Pre Seed Round - MOVE ON,https://www.crunchbase.com/funding_round/move-on-fddd-pre-seed--c2c71608,Pre-Seed,5000000,TRY,212768,2023-06-09,3,1,AI Based Agtech Solutions,"Agriculture, AgTech, Artificial Intelligence, Autonomous Vehicles, Cloud Management","Istanbul, Istanbul, Turkey, Europe",,https://www.moveon.ai/,MOVE ON,https://www.crunchbase.com/organization/move-on-fddd,"Kuveyt Turk Bank, Sirket Ortağım Angel Investors Network, T3 Girişim Merkezi"
Pre Seed Round - TitleWise,https://www.crunchbase.com/funding_round/titlewise-pre-seed--8e636afa,Pre-Seed,855000,USD,855000,2023-06-08,2,2,TitleWise develops software for real estate title research services.,"Document Management, Productivity Tools, Property Management, Real Estate","Clarksville, Indiana, United States, North America",,https://www.titlewise.work/,TitleWise,https://www.crunchbase.com/organization/titlewise,"Far Out Ventures, M25"
Pre Seed Round - Ulevo Health,https://www.crunchbase.com/funding_round/ulevo-health-pre-seed--810d3d01,Pre-Seed,150000,USD,150000,2023-06-09,,1,"Ulevo Health provides lightweight, personalized devices that use vibration to detect and reduce muscle spasms.","Health Care, Medical, Medical Device","Columbus, Ohio, United States, North America",,https://www.ulevohealth.com,Ulevo Health,https://www.crunchbase.com/organization/ulevo-health,
Seed Round - JuziBot,https://www.crunchbase.com/funding_round/juzibot-seed--8177e49c,Seed,,,,2023-06-02,2,2,JuziBot provides smart marketing and sales services for customers on WeChat platform.,"Information Technology, Marketing, Sales","Beijing, Beijing, China, Asia",,https://www.juzibot.com/,JuziBot,https://www.crunchbase.com/organization/juzibot,"Qiji Chuangtan, Zhencheng Capital"
Pre Seed Round - Edutechs,https://www.crunchbase.com/funding_round/edutechs-pre-seed--9e4df8cf,Pre-Seed,,,,2023-06-08,1,1,Edutechs offers inclusive education system that promotes equity.,"Education, Information Technology, Machine Learning, Software","Middletown, Delaware, United States, North America",,https://edutechs.app/Welcome,Edutechs,https://www.crunchbase.com/organization/edutechs,Accelerating Asia
Pre Seed Round - Sparklehaze,https://www.crunchbase.com/funding_round/sparklehaze-pre-seed--ab857301,Pre-Seed,,,,2023-06-08,1,1,Sparklehaze is a premium hospitality industry provider of enterprise-grade in-room voice AI assistants.,"Consulting, Financial Services","Singapore, Central Region, Singapore, Asia",,https://www.sparklehaze.com,Sparklehaze,https://www.crunchbase.com/organization/sparklehaze,Accelerating Asia
Seed Round - Hills Engineering,https://www.crunchbase.com/funding_round/hills-engineering-seed--01f0b648,Seed,,,,2023-06-08,1,1,Hills Engineering offers smart logistics consulting and builds an optimized logistics advancement system.,"Advice, Consulting, Logistics","Seongnam, Kyonggi-do, South Korea, Asia",,http://www.hillslogis.com/,Hills Engineering,https://www.crunchbase.com/organization/hills-engineering,Korea Small and Medium Business Venture Promotion Corporation
Pre Seed Round - On Demand Deals,https://www.crunchbase.com/funding_round/on-demand-deals-pre-seed--a44ee4e0,Pre-Seed,,,,2023-06-08,1,1,On Demand Deals specializes in e-commerce and logistics and helps cloud convenience stores by transforming any unused space into business.,"E-Commerce, Logistics","Pasig, Rizal, Philippines, Asia",,https://ondemand.deals/,On Demand Deals,https://www.crunchbase.com/organization/on-demand-deals,Accelerating Asia
Pre Seed Round - Pattern Technologies,https://www.crunchbase.com/funding_round/pattern-technologies-pre-seed--9ab0db1e,Pre-Seed,,,,2023-06-08,1,2,Pattern Technologies is allowing restaurants to retain customers through marketing and ordering platforms.,"Information Technology, Restaurants","Lahore, Punjab, Pakistan, Asia",,https://thepattern.app/,Pattern Technologies,https://www.crunchbase.com/organization/pattern-technologies,Accelerating Asia
Seed Round - Fullfily,https://www.crunchbase.com/funding_round/fullfily-seed--36bcedb5,Seed,,,,2023-06-08,1,3,"Electric based fullstack solution for businesses comprising of fleet management, blue collar management and infrastructure.","Electric Vehicle, Logistics","Chennai, Tamil Nadu, India, Asia",,https://www.fullfily.com,Fullfily,https://www.crunchbase.com/organization/fullfily,Accelerating Asia
Pre Seed Round - PT Lister Teknologi Edukasi,https://www.crunchbase.com/funding_round/pt-lister-teknologi-edukasi-pre-seed--5a107d24,Pre-Seed,,,,2023-06-08,1,2,Lister offers a digital classroom platform aiming to provide coaching in different languages.,"E-Learning, EdTech, Education","Yogyakarta, Yogyakarta, Indonesia, Asia",,https://lister.co.id,PT Lister Teknologi Edukasi,https://www.crunchbase.com/organization/pt-lister-teknologi-edukasi,Accelerating Asia
Pre Seed Round - WeGro,https://www.crunchbase.com/funding_round/wegro-e5a9-pre-seed--70d107db,Pre-Seed,,,,2023-06-08,1,2,WeGro is a tech-based Agri startup that works for the archaic agriculture industry.,"Agriculture, Analytics, B2B, FinTech","Dhaka, Dhaka, Bangladesh, Asia",,https://www.wegro.global,WeGro,https://www.crunchbase.com/organization/wegro-e5a9,Accelerating Asia
Seed Round - Kidato,https://www.crunchbase.com/funding_round/kidato-seed--21834fc6,Seed,,,,2023-06-02,1,3,"Kidato is an online school for K-12 kids with a vision to provide a high-quality, affordable education to the growing middle class in Africa","E-Learning, Education","Nairobi, Nairobi Area, Kenya, Africa",$1M to $10M,https://www.kidatoschool.com,Kidato,https://www.crunchbase.com/organization/kidato,iHub
Seed Round - FunKe Science,https://www.crunchbase.com/funding_round/funke-science-seed--7bf8bc00,Seed,,,,2023-06-02,1,1,FunKe Science is a platform that seeks to make learning science fun and enjoyable to school children.,"E-Learning, EdTech, Education","Nairobi, Nairobi Area, Kenya, Africa",,https://funkescience.co.ke/,FunKe Science,https://www.crunchbase.com/organization/funke-science,iHub
Seed Round - Snapplify,https://www.crunchbase.com/funding_round/snapplify-seed--1b2df82c,Seed,,,,2023-06-02,1,4,"As a global edtech company, Snapplify specialises in enabling digital learning via the largest digital educational marketplace in Africa.","E-Learning, EBooks, EdTech, Education, SaaS, Software","Cape Town, NA - South Africa, South Africa, Africa",,https://solutions.snapplify.com/,Snapplify,https://www.crunchbase.com/organization/snapplify,iHub
Seed Round - SILABU,https://www.crunchbase.com/funding_round/silabu-seed--7ffa2c03,Seed,,,,2023-06-02,1,1,Silabu is an online learning platform.,Education,"Nairobi, Nairobi Area, Kenya, Africa",,https://www.silabu.com,SILABU,https://www.crunchbase.com/organization/silabu,iHub
Seed Round - LoHo Learning,https://www.crunchbase.com/funding_round/loho-learning-seed--243419f5,Seed,,,,2023-06-02,1,1,Loho Learning is an eLearning platform that provides customized and interactive education to the schooling generation.,"EdTech, Education","Nairobi, Nairobi Area, Kenya, Africa",,,LoHo Learning,https://www.crunchbase.com/organization/loho-learning,iHub
Seed Round - Angaza Elimu,https://www.crunchbase.com/funding_round/angaza-elimu-seed--5f07d65f,Seed,,,,2023-06-02,1,4,Angaza Elimu is an edtech company that uses AI for on-demand quality and relevant education delivery.,EdTech,"Nairobi, Nairobi Area, Kenya, Africa",,https://angazaelimu.com/,Angaza Elimu,https://www.crunchbase.com/organization/angaza-elimu,iHub
Seed Round - ntemata,https://www.crunchbase.com/funding_round/ntemata-seed--045cedb7,Seed,,,,2023-06-02,1,1,ntemata an Edtech platform.,"E-Learning, Education","Nairobi, Nairobi Area, Kenya, Africa",,https://ntemata.io,ntemata,https://www.crunchbase.com/organization/ntemata,iHub
Pre Seed Round - Spinally Medical,https://www.crunchbase.com/funding_round/spinally-medical-pre-seed--4ee97d02,Pre-Seed,25000,EUR,26762,2023-06-07,1,1,Spinally Medical is a biotech firm that has created and patented a spinal cord stimulation device.,"Biotechnology, Health Care, Therapeutics",,,,Spinally Medical,https://www.crunchbase.com/organization/spinally-medical,GENESIS Tech Transfer Boost
Seed Round - Repron Therapeutics,https://www.crunchbase.com/funding_round/repron-therapeutics-seed--67883b9f,Seed,2000000,EUR,2139495,2023-06-06,1,1,Repron provides treatments for solid tumour cases where radical excision is not possible and metastasis or recurrence is extremely likely.,"Biotechnology, Health Care","Milano, Lombardia, Italy, Europe",,https://www.reprontherapeutics.com/,Repron Therapeutics,https://www.crunchbase.com/organization/repron-therapeutics,Claris Ventures
Seed Round - Alcolase,https://www.crunchbase.com/funding_round/alcolase-seed--2ce3ea63,Seed,1300000,DKK,188375,2023-06-13,1,1,Alcolase is a Danish life science start-up that specializes in alcohol flushing.,"Health Care, Wellness","Copenhagen, Hovedstaden, Denmark, Europe",,https://alcolase.com,Alcolase,https://www.crunchbase.com/organization/alcolase,BII
Pre Seed Round - Myplan8,https://www.crunchbase.com/funding_round/myplan8-pre-seed--9137f416,Pre-Seed,,,,2023-06-13,,2,"Myplan8 primary target areas include green score intelligence, climate change mitigation through individual awareness.",Environmental Consulting,"Mumbai, Maharashtra, India, Asia",,https://myplan8.earth,Myplan8,https://www.crunchbase.com/organization/myplan8,
Seed Round - Autism 360™,https://www.crunchbase.com/funding_round/autismag-seed--424b3b7c,Seed,2000000,USD,2000000,2023-06-05,1,1,Autism 360 is a mental health care center that provides neurodiversity treatments.,"Child Care, Health Care, Personal Health, Psychology","Hornsby, New South Wales, Australia, Oceania",,https://www.autism360.com,Autism 360™,https://www.crunchbase.com/organization/autismag,Bombora
Seed Round - HorizoonX,https://www.crunchbase.com/funding_round/horizoonx-seed--c844aa13,Seed,500000,SAR,133321,2023-06-12,1,1,HorizoonX is the go-to B2B platform for building and managing F&B enterprises.,"Apps, B2B, Business Development","Al Khobar, Ash Sharqiyah, Saudi Arabia, Asia",,http://www.horizoonx.com,HorizoonX,https://www.crunchbase.com/organization/horizoonx,Flat6Labs Riyadh accelerator program
Seed Round - Finpilot,https://www.crunchbase.com/funding_round/finpilot-seed--3fcc750a,Seed,500000,USD,500000,2023-06-02,2,1,Finpilot uses artificial intelligence to explore publicly available corporate files and respond to research requests in natural language.,"Artificial Intelligence, Cloud Data Services, Finance, Predictive Analytics, Software","Seattle, Washington, United States, North America",,,Finpilot,https://www.crunchbase.com/organization/finpilot,"Ascend, Madrona Venture Labs"
Pre Seed Round - SN Metals,https://www.crunchbase.com/funding_round/sn-metals-pre-seed--29d20ced,Pre-Seed,20000,EUR,21559,2023-06-08,1,1,SN Metals is a trading company that consistently and competitively delivers on its promises.,,"Brooklyn, New York, United States, North America",,,SN Metals,https://www.crunchbase.com/organization/sn-metals,Vitosha Venture Partners
Seed Round - Elewa,https://www.crunchbase.com/funding_round/elewa-seed--388d71b5,Seed,,,,2023-06-02,1,1,Elewa is an education innovation solution,"E-Learning, Education","Nairobi, Nairobi Area, Kenya, Africa",,https://www.elewa.education,Elewa,https://www.crunchbase.com/organization/elewa,iHub
Seed Round - Wunderpen,https://www.crunchbase.com/funding_round/wunderpen-seed--50ecf521,Seed,,,,2023-06-07,1,1,Wunderpen is a B2B service provider that offers writing and editing solutions like handwritten mails by using modern technology.,"B2B, Content, Creative Agency, Printing","Berlin, Berlin, Germany, Europe",Less than $1M,https://www.wunderpen.com,Wunderpen,https://www.crunchbase.com/organization/wunderpen,Schürfeld Group
Seed Round - TamedAI,https://www.crunchbase.com/funding_round/tamedai-seed--380a8109,Seed,,,,2023-06-07,1,1,"TamedAI is building AI-based systems by combining simple economic solutions, software engineering expertise and excellence in algorithms.","Artificial Intelligence, Software","Essen, Nordrhein-Westfalen, Germany, Europe",,https://tamed.ai,TamedAI,https://www.crunchbase.com/organization/tamedai,adesso ventures
Seed Round - Dock,https://www.crunchbase.com/funding_round/dock-b273-seed--1c105ee1,Seed,3500000,USD,3500000,2023-06-07,1,2,"Dock is a tool to help you create collaborative workspaces for prospects, customers, investors, and partners.","CRM, Sales, Software","San Francisco, California, United States, North America",,https://www.dock.us/,Dock,https://www.crunchbase.com/organization/dock-b273,Craft Ventures
Seed Round - Jugyah,https://www.crunchbase.com/funding_round/jugyah-seed--7d97ae1d,Seed,,,,2023-07-01,12,1,"India's only fin-tech powered, end to end, digital home rental broker.","Marketplace, Property Management, Real Estate","Mumbai, Maharashtra, India, Asia",,https://www.jugyah.com,Jugyah,https://www.crunchbase.com/organization/jugyah,"AJ Capital, Climber Capital, Gaurav Gupta, Harsh Jain, Kunal Shah, Lodha Group, Pirojsha Godrej, QED Investors, Ramakant Sharma, Singularity Ventures, White Venture Capital, Whiteboard Capital"
Seed Round - Repark,https://www.crunchbase.com/funding_round/repark-seed--33868fcc,Seed,,,,2023-06-06,1,2,Repark is entering the market with the goal of digitising and simplifying the hunt for a parking place in cities.,"Mobile Apps, Parking","Wiener Neustadt, Niederosterreich, Austria, Europe",,https://www.repark.at,Repark,https://www.crunchbase.com/organization/repark,WaVe-X
Pre Seed Round - AssayMe,https://www.crunchbase.com/funding_round/assayme-pre-seed--dda7e73a,Pre-Seed,,,,2023-06-05,1,5,AssayMe app is a personal Wellness & Health Assistant enables patients to monitor health and prevent medical problems,"Apps, Artificial Intelligence, Health Care, Health Diagnostics, Information Services, Information Technology, Mobile","Brooklyn, New York, United States, North America",,https://assayme.cc,AssayMe,https://www.crunchbase.com/organization/assayme,Jumpstart Foundry
Seed Round - Mawer Capital,https://www.crunchbase.com/funding_round/mawer-capital-seed--85481cc3,Seed,350000,USD,350000,2023-06-14,,1,Mawer Capital is a venture capital firm that helps online entrepreneurs grow and sell through investment and collaboration.,"Business Development, Financial Services, Venture Capital","Clearwater, Florida, United States, North America",$1M to $10M,https://mawercapital.com,Mawer Capital,https://www.crunchbase.com/organization/mawer-capital,
Pre Seed Round - Stylee,https://www.crunchbase.com/funding_round/stylee-pre-seed--8fd6bbef,Pre-Seed,2000000,SEK,183689,2023-06-20,1,1,Stylee is a software company providing shopping recommendations using AI functionalities to assist clients in finding garments.,"Artificial Intelligence, Image Recognition, Productivity Tools, Retail, Shopping","Stockholm, Stockholms Lan, Sweden, Europe",,https://stylee.co,Stylee,https://www.crunchbase.com/organization/stylee,Bling Capital
Pre Seed Round - Mother,https://www.crunchbase.com/funding_round/mother-5f00-pre-seed--e804992f,Pre-Seed,3000000,SEK,276427,2023-06-05,1,2,Mother is a deep-tech mental health company that aims to fill the niche between conventional health services and self-help approaches.,"Health Care, Virtual Reality, Wellness","Stockholm, Stockholms Lan, Sweden, Europe",,https://mother.technology/,Mother,https://www.crunchbase.com/organization/mother-5f00,Propel Capital
Seed Round - Crescent Canna,https://www.crunchbase.com/funding_round/crescent-canna-seed--3a866e89,Seed,125000,USD,125000,2023-06-13,,2,Crescent Canna is a cannabis company offering high-potency CBD products and legal THC edibles.,"Cannabis, Manufacturing, Wellness","New Orleans, Louisiana, United States, North America",,https://www.crescentcanna.com/,Crescent Canna,https://www.crunchbase.com/organization/crescent-canna,
Seed Round - Standard Fleet,https://www.crunchbase.com/funding_round/nikola-software-seed--314715ae,Seed,7000000,USD,7000000,2023-06-14,8,1,"EV fleet management. Building software that automates workflows, secures vehicles, and scales operations.","Automotive, Electric Vehicle, Software","San Francisco, California, United States, North America",,https://standardfleet.com,Standard Fleet,https://www.crunchbase.com/organization/nikola-software,"Burst Capital, Canvas Ventures, Fuel Capital, Hawktail Management, Liquid 2 Ventures, Soma Capital, SVA, UP2398"
Seed Round - Browse AI,https://www.crunchbase.com/funding_round/browse-ai-seed--3444622f,Seed,1735000,USD,1735000,2023-06-06,9,2,"Browse AI is the easiest way for prosumers, startups, and SMBs to extract and monitor data from websites.","Artificial Intelligence, Cloud Computing, Data Integration, Marketing Automation, Sales Automation, Software","Vancouver, British Columbia, Canada, North America",,https://browse.ai,Browse AI,https://www.crunchbase.com/organization/browse-ai,"Alpine Venture Capital, Arash Ferdowsi, Banana Capital, Creator Ventures, Evan Moore, Goodwater Capital, Immad Akhund, Quiet Capital, Singularity Capital"
Seed Round - Paket Mutfak,https://www.crunchbase.com/funding_round/paket-mutfak-seed--1989555b,Seed,1500000,USD,1500000,2023-06-14,7,5,End-to-end food delivery,Food Delivery,"Umraniye, Istanbul, Turkey, Europe",,https://www.paketmutfak.com.tr/,Paket Mutfak,https://www.crunchbase.com/organization/paket-mutfak,"Enis Hulli, Ersan Öztürk, Firat Isbecer, GSYF, Nokta Yatırım Holding A.Ş., Romana Ibrahim, Sezai Emin Taşkent"
Seed Round - Consonance and Deep Wisdom,https://www.crunchbase.com/funding_round/consonance-and-deep-wisdom-seed--3d05feef,Seed,,,,2023-06-09,,1,Consonance and Deep Wisdom is an AI anchor-focused interactive entertainment platform.,Artificial Intelligence,"Changping, Beijing, China, Asia",,,Consonance and Deep Wisdom,https://www.crunchbase.com/organization/consonance-and-deep-wisdom,
Seed Round - Doofus,https://www.crunchbase.com/funding_round/doofus-seed--54c10cfd,Seed,148000,USD,148000,2023-06-08,,2,"Doofus offers content distribution and sharing, digital assets, fintech, risk management, search, and online verification.","Content, Digital Marketing, Information Technology","Zürich, Zurich, Switzerland, Europe",,https://www.doofus.xyz/,Doofus,https://www.crunchbase.com/organization/doofus,
Seed Round - Nutromics,https://www.crunchbase.com/funding_round/nutromics-seed--498ce20f,Seed,11000000,AUD,7328618,2023-06-08,,7,Nutromics is a healthcare company that focuses on real-time remote biomarker monitoring devices.,"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device, Sensor, Wearables","Melbourne, Victoria, Australia, Oceania",,http://www.nutromics.com.au,Nutromics,https://www.crunchbase.com/organization/nutromics,
Seed Round - Start Left™ Security,https://www.crunchbase.com/funding_round/tauruseer-seed--58b5b356,Seed,3000000,USD,3000000,2023-06-08,6,3,Transforming security to meet the needs of modern software development.,"Big Data, Cloud Security, Cyber Security, Machine Learning, Predictive Analytics, Risk Management, Software, Software Engineering","Jacksonville Beach, Florida, United States, North America",,https://www.startleftsecurity.com/,Start Left™ Security,https://www.crunchbase.com/organization/tauruseer,"Bootleg Advisors, Dasein Capital, DeepWork Capital, Florida Opportunity Fund, Gula Tech Adventures, Lytical Ventures"
Seed Round - Togee,https://www.crunchbase.com/funding_round/togee-technologies-ab-seed--30f2d8d1,Seed,5000000,SEK,460712,2023-06-05,1,3,"Togee is a social plug-in to anything you're doing on your phone. Shop, watch or collaborate in real time. Experience Together.","Communities, Education, Internet, Mobile Apps, Social Network, Telecommunications","Stockholm, Stockholms Lan, Sweden, Europe",,http://www.togee.com,Togee,https://www.crunchbase.com/organization/togee-technologies-ab,Jon Hauksson
Seed Round - Fashion Bomb Daily,https://www.crunchbase.com/funding_round/fashion-bomb-daily-seed--158c7812,Seed,500000,USD,500000,2023-06-07,,2,"Fashion Bomb Daily is a platform for fashion-related activities such as shopping, blogging, and much more.","Fashion, Media and Entertainment, News","Markham, Ontario, Canada, North America",,https://fashionbombdaily.com/,Fashion Bomb Daily,https://www.crunchbase.com/organization/fashion-bomb-daily,
Seed Round - The3rdBevco,https://www.crunchbase.com/funding_round/the3rdbevco-seed--40f1e6f3,Seed,720000,USD,720000,2023-06-07,,2,"The3rdBevco offers a diverse range of trendy beverages, including energy drinks, CBD-infused beverages, and non-alcoholic drinks.","Food and Beverage, Food Processing, Manufacturing","Ronkonkoma, New York, United States, North America",,https://the3rdbevcoipo.com/,The3rdBevco,https://www.crunchbase.com/organization/the3rdbevco,
Seed Round - Ehrhart Griffin & Associates,https://www.crunchbase.com/funding_round/ehrhart-griffin-associates-seed--ee1a9df1,Seed,42580,USD,42580,2023-06-07,,1,"Ehrhart Griffin & Associates provides clients with professional engineering, land surveying, and construction management services.","Civil Engineering, Construction, Industrial","Omaha, Nebraska, United States, North America",,https://www.ehrhartgriffin.com/index.html,Ehrhart Griffin & Associates,https://www.crunchbase.com/organization/ehrhart-griffin-associates,
Pre Seed Round - Cress,https://www.crunchbase.com/funding_round/cress-67d1-pre-seed--6a1a99db,Pre-Seed,150000,GBP,186629,2023-06-07,,1,Cress is a new online marketplace focused to buying and selling gently used children's apparel.,"Fashion, Marketplace, Textiles","Manchester, Manchester, United Kingdom, Europe",,https://www.wearecress.com/,Cress,https://www.crunchbase.com/organization/cress-67d1,
Seed Round - Numeral,https://www.crunchbase.com/funding_round/numeral-9f11-seed--b060e501,Seed,3575000,USD,3575000,2023-06-07,,2,Numeral provides fully automated revenue recognition and transaction-level cash reconciliation for high-volume businesses.,"Financial Services, FinTech, Information Technology","San Francisco, California, United States, North America",,https://gonumeral.com/,Numeral,https://www.crunchbase.com/organization/numeral-9f11,
Seed Round - SafEarth,https://www.crunchbase.com/funding_round/safearth-seed--724e34c3,Seed,35000000,INR,426756,2023-06-21,3,2,SafEarth Clean Technologies builds a consumer-centric platform for cleantech adoption.,"CleanTech, Software, Solar","Bengaluru, Karnataka, India, Asia",,https://www.safearth.in/,SafEarth,https://www.crunchbase.com/organization/safearth,"Anthill Ventures, Mumbai Angels, Third Derivative"
Seed Round - Tabletop Vacations,https://www.crunchbase.com/funding_round/tabletop-vacations-seed--76c576c6,Seed,150000,USD,150000,2023-06-06,,1,Tabletop Vacations is an events and entertainment company offering luxury vacations for nerds and geeks.,"Events, Media and Entertainment, Travel","Mountain View, California, United States, North America",,https://tabletop.vacations/,Tabletop Vacations,https://www.crunchbase.com/organization/tabletop-vacations,
Seed Round - OpenFn,https://www.crunchbase.com/funding_round/openfn-seed--992ea30b,Seed,850000,USD,850000,2023-06-06,,1,"OpenFn is an IT firm that helps health and humanitarian interventions achieve scale through integration, automation, and interoperability.","Consulting, Health Care, Information Technology, Software Engineering","London, England, United Kingdom, Europe",,https://openfn.org,OpenFn,https://www.crunchbase.com/organization/openfn,
Seed Round - OUVO,https://www.crunchbase.com/funding_round/ouvo-seed--317dddc3,Seed,181000,EUR,193624,2023-06-06,,1,OUVO is developing a 100% Plant-Based egg.,"Food and Beverage, Manufacturing","Barcelona, Catalonia, Spain, Europe",,https://www.ouvo.es/,OUVO,https://www.crunchbase.com/organization/ouvo,
Seed Round - Sertis,https://www.crunchbase.com/funding_round/sertis-seed--1a0dee07,Seed,553875,USD,553875,2023-06-06,,1,Sertis is an insurance company that provides property and casualty insurance to multifamily operators.,"Financial Services, Insurance, Property Management","Reno, Nevada, United States, North America",,https://www.sertisins.com,Sertis,https://www.crunchbase.com/organization/sertis,
Seed Round - Qidni Labs,https://www.crunchbase.com/funding_round/qidni-labs-seed--18c59bff,Seed,,,,2023-06-05,,4,Qidni Labs is a medical device company developing an accessible dialysis technology.,"Health Care, Health Diagnostics, Medical Device","Buffalo, New York, United States, North America",,https://qidni.life/,Qidni Labs,https://www.crunchbase.com/organization/qidni-labs,
Pre Seed Round - Tuma,https://www.crunchbase.com/funding_round/tuma-f659-pre-seed--0eb4aa46,Pre-Seed,500000,USD,500000,2023-06-22,3,1,"TumaTM is a smart, micro merchant solution that enables businesses to take card payments from customers using their own smartphones.","Business Development, Customer Service, Payments","Nairobi, Nairobi Area, Kenya, Africa",,https://www.tumatap.com/,Tuma,https://www.crunchbase.com/organization/tuma-f659,"Social Justice Fund, Visa, Visible Hands"
Seed Round - Astek Diagnostics,https://www.crunchbase.com/funding_round/astek-diagnostics-seed--550c0d03,Seed,2000000,USD,2000000,2023-06-05,4,3,Astek Diagnostics develops a platform that guides physicians in prescribing appropriate antibiotics for patients.,"Health Care, Health Diagnostics, Medical Device","Baltimore, Maryland, United States, North America",,https://astekdx.com,Astek Diagnostics,https://www.crunchbase.com/organization/astek-diagnostics,"Ayana capital, TEDCO, University System of Maryland Momentum Fund, Wexford scitech venture fund"
Pre Seed Round - Loreworx,https://www.crunchbase.com/funding_round/loreworx-pre-seed--c22a6055,Pre-Seed,50000,USD,50000,2023-06-02,,1,Loreworx is a game development company that creates games based on historical and scientific accuracy.,"Mobile, Software, Video Games","Parkton, Maryland, United States, North America",,https://www.loreworx.com/,Loreworx,https://www.crunchbase.com/organization/loreworx,
Seed Round - Conductor Solar,https://www.crunchbase.com/funding_round/conductor-solar-seed--02031241,Seed,645000,USD,645000,2023-06-02,,1,Conductor Solar Developer is a fintech platform developer with a mission to revolutionize commercial solar transactions.,"FinTech, Solar","Athens, Ohio, United States, North America",,https://conductor.solar/,Conductor Solar,https://www.crunchbase.com/organization/conductor-solar,
Seed Round - Graphext,https://www.crunchbase.com/funding_round/graphext-seed--d2afa7bd,Seed,4600000,USD,4600000,2023-06-13,5,6,Graphext is a company that creates a dimensional reduction and clustering platforms.,"Analytics, Big Data, Business Intelligence, Data Visualization, Predictive Analytics","Madrid, Madrid, Spain, Europe",,http://graphext.com,Graphext,https://www.crunchbase.com/organization/graphext,"Hoxton Ventures, Plug and Play, SaxeCap, Tiny VC, Trajectory Ventures"
Seed Round - Arrago,https://www.crunchbase.com/funding_round/arrago-seed--46df1660,Seed,5000000,EUR,5469849,2023-06-16,4,4,Arrago is a fintech lending platform specialises in mortgage life loans.,"Credit, Finance, Financial Services, FinTech","Paris, Ile-de-France, France, Europe",,https://arrago.fr,Arrago,https://www.crunchbase.com/organization/arrago,"Didier Valet, LO Capital, Obotritia Capital, Roger Tjong"
