Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL,Investor Names
Pre Seed Round - Revibe,https://www.crunchbase.com/funding_round/revibe-5031-pre-seed--48c3a525,Pre-Seed,2300000,USD,2300000,2023-07-10,4,1,Revibe is a B2C marketplace for refurbished electronics in the UAE and KSA,E-Commerce Platforms,"Dubai, Dubai, United Arab Emirates, Asia",,https://www.revibe.me/,Revibe,https://www.crunchbase.com/organization/revibe-5031,"Financiere Saint James, Flat6Labs, Resonance, Techmind"
Seed Round - NeoKe,https://www.crunchbase.com/funding_round/neoke-seed--068db634,Seed,1300000,EUR,1430693,2023-07-10,4,1,NeoKe uses blockchain and cloud-based technologies to securely store and share users' verified identification.,"Blockchain, Cloud Data Services, Information Technology","Amsterdam, Noord-Holland, The Netherlands, Europe",,https://www.neoke.com/,NeoKe,https://www.crunchbase.com/organization/neoke,"Dreamcraft Ventures, ff Venture Capital, GHARAGE, Plug and Play"
Seed Round - Ola,https://www.crunchbase.com/funding_round/ola-4ce3-seed--8d7bcd23,Seed,3000000,USD,3000000,2023-07-03,7,1,"Ola is a ZKVM-based, High-performance, Privacy-focused layer2 platform.","Blockchain, Privacy, Security",,,https://olavm.org/,Ola,https://www.crunchbase.com/organization/ola-4ce3,"CatcherVC, Foresight Ventures, J17 Capital, LD Capital, Skyland Ventures, Token Metrics, Web3.com Ventures"
Seed Round - Orson,https://www.crunchbase.com/funding_round/orson-8a0e-seed--6134e83e,Seed,3000000,USD,3000000,2023-06-20,2,3,"Orson is the first automated video storytelling platform that helps people open up and share their stories, experiences, and aspirations.","Human Resources, Video","Winter Garden, Florida, United States, North America",,https://heyorson.com,Orson,https://www.crunchbase.com/organization/orson-8a0e,"Cyan Banister, Long Journey Ventures"
Seed Round - Scriptic,https://www.crunchbase.com/funding_round/electric-noir-studios-seed--0e2f7151,Seed,4500000,GBP,5675941,2023-06-29,3,2,Scriptic is an entertainment agency known for providing entertainment services for mobile devices.,"Gaming, Media and Entertainment, Mobile, Video Games","London, England, United Kingdom, Europe",Less than $1M,https://www.scriptic.com/,Scriptic,https://www.crunchbase.com/organization/electric-noir-studios,"Amazon Alexa Fund, BITKRAFT Ventures, Tower 26 Ventures"
Seed Round - Sourcetable,https://www.crunchbase.com/funding_round/sourcetable-seed--70de0633,Seed,3000000,USD,3000000,2023-07-10,3,2,"Sourcetable connect, sync, and query all the data in a spreadsheet, without needing to know how to code.","Data Storage, Information Technology, Software","San Francisco, California, United States, North America",,https://sourcetable.com/,Sourcetable,https://www.crunchbase.com/organization/sourcetable,"Long Journey Ventures, Michael Berolzheimer, NextView Ventures"
Seed Round - Vyoma GmbH,https://www.crunchbase.com/funding_round/vyoma-seed--6178f038,Seed,8500000,EUR,9281978,2023-06-20,5,2,"Vyoma helps in increasing confidence in space with real-time debris observations and AI, for safe and automated satellite operations.","Aerospace, Satellite Communication, Space Travel","Munich, Bayern, Germany, Europe",$1M to $10M,https://vyoma.space/,Vyoma GmbH,https://www.crunchbase.com/organization/vyoma,"Atlantic Labs, Faber, Happiness Capital, Safran Corporate Ventures, Unruly Capital"
Seed Round - Raincoat,https://www.crunchbase.com/funding_round/raincoat-seed--d5a2a6f4,Seed,6500000,USD,6500000,2023-06-26,4,3,Raincoat is an insurance company that offers climate insurance products.,"Financial Services, FinTech, Insurance, InsurTech, Software","San Juan, NA - Puerto Rico, Puerto Rico, North America",$1M to $10M,https://www.teamraincoat.com,Raincoat,https://www.crunchbase.com/organization/raincoat,"Alma Mundi Ventures, Elefund, Revolution’s Rise of the Rest Seed Fund, Two Sigma Ventures"
Seed Round - MedScout,https://www.crunchbase.com/funding_round/medscout-seed--9a582bf6,Seed,5000000,USD,5000000,2023-06-27,4,2,MedScout is a revenue acceleration platform for medical device and diagnostic companies.,"Health Care, Medical, Sales, Software","Austin, Texas, United States, North America",,https://www.medscout.io/,MedScout,https://www.crunchbase.com/organization/medscout,"Alumni Ventures, Andreessen Horowitz, LiveOak Venture Partners, Stage 2 Capital"
Seed Round - Red Rover,https://www.crunchbase.com/funding_round/red-rover-9eab-seed--6cfc6b33,Seed,5000000,USD,5000000,2023-06-22,9,1,Red Rover is a game studio which create captivating multiplayer experiences and shake up the survival genre.,"Gaming, Service Industry, Sports","Norway, South Carolina, United States, North America",,https://redroverinteractive.com/,Red Rover,https://www.crunchbase.com/organization/red-rover-9eab,"Acequia Capital (AceCap), Behold Ventures, Carles Reina, GEM Capital, Lifelike Capital, Markus Schneider, Roberto Omezzolli, Sebastian Reckzeh, The Games Fund"
Seed Round - Altis Labs,https://www.crunchbase.com/funding_round/altis-labs-seed--fb68c222,Seed,7900000,CAD,6002574,2023-06-21,4,2,Altis helps biopharma run faster and more successful clinical trials using AI models trained on the world's largest cancer imaging database.,"Bioinformatics, Biopharma, Clinical Trials, Cloud Computing, Enterprise Software, Health Care, Health Diagnostics, Life Science, Machine Learning, Pharmaceutical","Toronto, Ontario, Canada, North America",,https://altislabs.com/,Altis Labs,https://www.crunchbase.com/organization/altis-labs,"Benchstrength, Debiopharm Innovation Fund, Douglas Foster, Rich Gliklich"
Seed Round - Look Up Space,https://www.crunchbase.com/funding_round/look-up-space-seed--58dc5847,Seed,7000000,EUR,7694167,2023-06-21,6,2,"Look Up Space provide space safety and security data & services of unprecedented quality, with a sovereign and secure sensor network.","Cyber Security, Network Security","Toulouse, Midi-Pyrenees, France, Europe",,https://www.lookupspace.com,Look Up Space,https://www.crunchbase.com/organization/look-up-space,"Expansion Ventures, Greg Wyler, Hélène Huby, Jean Baptiste Djebbari, Karista, MIG Capital"
Seed Round - Coalescent Mobile Robotics,https://www.crunchbase.com/funding_round/coalescent-mobile-robotics-seed--33d01c17,Seed,,,,2023-07-11,2,2,"Coalescent Mobile Robotics is an odense based, a robotics startup that designs and builds agile.",,"Odense, Syddanmark, Denmark, Europe",,https://www.cm-robotics.com/,Coalescent Mobile Robotics,https://www.crunchbase.com/organization/coalescent-mobile-robotics,"Export and Investment Fund, Superangel"
Seed Round - ARTBIO,https://www.crunchbase.com/funding_round/artbio-seed--0f6589c5,Seed,23000000,USD,23000000,2023-06-21,2,1,ARTBIO is a clinical-stage radiopharmaceutical biotechnology business that is working to create a new class of alpha radioligand medicines.,"Biotechnology, Health Care, Hospital, Medical, Medical Device, Pharmaceutical","Cambridge, Massachusetts, United States, North America",,https://artbio.com,ARTBIO,https://www.crunchbase.com/organization/artbio,"F-Prime Capital, Omega Funds"
Seed Round - Workee,https://www.crunchbase.com/funding_round/workee-daca-seed--cd0315fa,Seed,800000,USD,800000,2023-07-11,2,4,SaaS. Simplest personal website builder for private tutors and freelancers in private sessions.,"Productivity Tools, SaaS, Software","Lewes, Delaware, United States, North America",,https://workee.net,Workee,https://www.crunchbase.com/organization/workee-daca,"Slava Ventures, SMOK Ventures"
Pre Seed Round - Rypplzz,https://www.crunchbase.com/funding_round/rypplzz-pre-seed--dc4a2e63,Pre-Seed,3000000,USD,3000000,2023-06-28,3,1,Rypplzz /rip·uhlz/ has a patented software platform that connects the digital and physical worlds like never before.,"Augmented Reality, Cloud Computing, Cyber Security, Enterprise Software, Geospatial, Media and Entertainment, Security, Software, Telecommunications","Los Angeles, California, United States, North America",Less than $1M,http://www.rypplzz.com,Rypplzz,https://www.crunchbase.com/organization/rypplzz,"Deal Box Ventures, Fulcrum Investing, Innovative venture partners"
Seed Round - EVOS Energy,https://www.crunchbase.com/funding_round/evos-energy-seed--73eb7063,Seed,5000000,AUD,3346646,2023-07-04,,3,EVOS Energy is a startup specialising in fleet energy management and charging for electric vehicles.,"Automotive, Electric Vehicle, Energy","Brisbane, Queensland, Australia, Oceania",,http://evos.com.au/,EVOS Energy,https://www.crunchbase.com/organization/evos-energy,
Pre Seed Round - Quiller,https://www.crunchbase.com/funding_round/quiller-pre-seed--2502dc43,Pre-Seed,1200000,USD,1200000,2023-07-11,2,1,"Quiller is an artificial intelligence copilot campaign helps to develop quality, effective fundraising content.","Artificial Intelligence, Information Services","Chicago, Illinois, United States, North America",,https://quiller.ai,Quiller,https://www.crunchbase.com/organization/quiller,"Grassroots Analytics, Higher Ground Labs"
Seed Round - BayOmics,https://www.crunchbase.com/funding_round/bayomics-seed--89cc678e,Seed,,,,2023-06-28,3,2,BayOmics is a research and development high-tech company focusing on proteomics.,"Biopharma, Biotechnology, Pharmaceutical","Shenzhen, Guangdong, China, Asia",,http://www.bayomics.com/,BayOmics,https://www.crunchbase.com/organization/bayomics,"CICC, GL Ventures LLC, Qiming Venture Partners"
Pre Seed Round - Qlan,https://www.crunchbase.com/funding_round/qlan-pre-seed--c7280858,Pre-Seed,17000000,INR,207249,2023-06-28,3,2,"Qlan is a mobile networking platform that helps gamers connect and communicate with each other, create teams, and share gaming content.",,"Mumbai, Maharashtra, India, Asia",,https://qlan.gg,Qlan,https://www.crunchbase.com/organization/qlan,"CIIE.CO, Faad Network, Marwah Sports"
Seed Round - Tangibly,https://www.crunchbase.com/funding_round/tangibly-seed--50b8d10e,Seed,8407492,USD,8407492,2023-07-11,8,3,Tangibly is a platform for businesses to manage their intellectual property by securing their trade secrets in legally enforceable form.,"Information Services, Information Technology, Intellectual Property","Seattle, Washington, United States, North America",,https://www.tangibly.com/,Tangibly,https://www.crunchbase.com/organization/tangibly,"DLA Piper, Holt Ventures, Incisive Ventures, Madrona, Modern Venture Partners, Spike Ventures, Volo Ventures, WS Investment Company"
Pre Seed Round - Notch,https://www.crunchbase.com/funding_round/notch-5364-pre-seed--b54b0583,Pre-Seed,1100000,EUR,1200072,2023-06-26,11,1,Notch makes the b2b buyer purchasing process simple and collaborative with a customer-facing sales room designed for speedy deal completion.,"B2B, Consumer Software, Information Technology, Software","Hamburg, Hamburg, Germany, Europe",,https://www.notch.so,Notch,https://www.crunchbase.com/organization/notch-5364,"Alexander Eitner, APX, Christoph Zoeller, Elias Russezki, HEARTFELT, High-Tech Grunderfonds, Oliver Manojlovic, Sebastian Haas, Sebastian Johnston, WestTech Ventures, Yang Zou"
Seed Round - Turn2x,https://www.crunchbase.com/funding_round/turn2x-seed--5463260f,Seed,4300000,EUR,4694066,2023-06-30,3,1,Turn2x is developing its cutting-edge technology for producing renewable natural gas (RNG).,"Natural Resources, Renewable Energy","Munich, Bayern, Germany, Europe",,https://turn2x.com/,Turn2x,https://www.crunchbase.com/organization/turn2x,"First Momentum Ventures, LEA Partners, Verve Ventures"
Seed Round - CLIVI,https://www.crunchbase.com/funding_round/clivi-7bc6-seed--3ed291d5,Seed,10000000,USD,10000000,2023-06-20,15,2,Clivi is a specialized digital clinic that provides comprehensive treatment to patients with type 2 diabetes.,"Health Care, Medical, Medical Device, Therapeutics, Wellness","Cuauhtémoc, Distrito Federal, Mexico, North America",,https://www.clivi.com.mx,CLIVI,https://www.crunchbase.com/organization/clivi-7bc6,"500 Global, Adalberto Flores, Ariel Lambrecht, Cathay Innovation, Conexo Ventures, Dalus Capital, FEMSA Ventures, Foundation Capital, Juan Esteban, Next Billion Ventures, Quiet Capital, Ricardo Weder, Suresh Batchu, Tara Syed, Vicente Aristegui"
Seed Round - AdvisorCheck,https://www.crunchbase.com/funding_round/aimr-analytics-seed--1bddf820,Seed,1800000,USD,1800000,2023-06-23,,3,"AdvisorCheck helps consumers Find, Compare, and Monitor their Financial Advisor for the life of their relationship.","Financial Services, FinTech, Personal Finance","Englewood Cliffs, New Jersey, United States, North America",,https://www.AdvisorCheck.com,AdvisorCheck,https://www.crunchbase.com/organization/aimr-analytics,
Seed Round - Zuvy Technologies,https://www.crunchbase.com/funding_round/zuvy-technologies-seed--a4dd5cf8,Seed,580000,USD,580000,2023-07-03,5,5,Zuvy Technologies provides immediate payouts for client's unpaid invoices.,"Banking, Financial Services, FinTech, Software","Conroe, Texas, United States, North America",Less than $1M,https://www.zuvy.co/,Zuvy Technologies,https://www.crunchbase.com/organization/zuvy-technologies,"David Mussafer, Dunbar Capital, Next Chymia Consulting, TLG Capital, Vicus Ventures"
Seed Round - ReCatalyst,https://www.crunchbase.com/funding_round/recatalyst-seed--2c87cdef,Seed,1700000,EUR,1893895,2023-07-12,5,1,ReCatalyst develops next-generation PEM fuel cell catalysts.,"Chemical, Nanotechnology","Ljubljana, Ljubljana Urban Commune, Slovenia, Europe",,https://recatalyst.si/,ReCatalyst,https://www.crunchbase.com/organization/recatalyst,"High-Tech Grunderfonds, OCCIDENT, RUG Ventures, Tine Tomažič, xista science ventures"
Seed Round - BluJ Aero,https://www.crunchbase.com/funding_round/bluj-aero-seed--77bc946f,Seed,2250000,USD,2250000,2023-06-27,3,1,BluJ Aero 's goal is to make aviation simpler and more sustainable.,"Aerospace, Manufacturing","Hyderabad, Andhra Pradesh, India, Asia",,https://blujaero.com/,BluJ Aero,https://www.crunchbase.com/organization/bluj-aero,"Endiya Partners, Ideaspring Capital, Rainmatter Foundation"
Pre Seed Round - Green Grahi,https://www.crunchbase.com/funding_round/green-grahi-pre-seed--a87fcd83,Pre-Seed,,,,2023-07-12,1,2,"Green Grahi transforms food waste into usable protein, fats, and oils to create a more sustainable world.","Biotechnology, Food Processing","Delhi, Delhi, India, Asia",,https://www.greengrahi.com/,Green Grahi,https://www.crunchbase.com/organization/green-grahi,Campus Fund
Seed Round - Agenz,https://www.crunchbase.com/funding_round/agenz-seed--9923b8c8,Seed,1300000,USD,1300000,2023-07-06,3,2,Agenz is a Moroccan property valuation startup,,"Casablanca, Grand Casablanca, Morocco, Africa",,https://www.agenz.ma/,Agenz,https://www.crunchbase.com/organization/agenz,"Azur Innovation Fund, beenok, Maroc Numeric Fund"
Seed Round - EX-Fusion,https://www.crunchbase.com/funding_round/ex-fusion-seed--750c7163,Seed,1800000000,JPY,12501988,2023-07-06,11,2,EX-Fusion develops the first commercial laser based nuclear fusion reactor for power generation.,"Clean Energy, Energy, Laser, Nuclear","Osaka, Osaka, Japan, Asia",,https://www.ex-fusion.com/,EX-Fusion,https://www.crunchbase.com/organization/ex-fusion,"ANRI, Delight Ventures, Germination Fund, Kyushin Social Capital, Mitsubishi UFJ Capital, MITSUI SUMITOMO INSURANCE Venture Capital (MSIVC), Nikon-SBI Innovation Fund, Nissay Capital, Osaka Shinkin Bank, Shizuoka Capital, SMBC Venture Capital"
Seed Round - Shinkansen,https://www.crunchbase.com/funding_round/shinkansen-seed--39753c68,Seed,3000000,USD,3000000,2023-07-04,4,3,"Shinkansen enables fintechs and startups to transport money automatically to consumers, suppliers, banks, and conventional networks.","Finance, Financial Services, FinTech","Santiago, Region Metropolitana, Chile, South America",,http://shinkansen.finance,Shinkansen,https://www.crunchbase.com/organization/shinkansen,"ALLVP, Chile Ventures, Pedro Pineda, Salkantay Ventures"
Seed Round - Slice Group,https://www.crunchbase.com/funding_round/slice-6e7a-seed--57396a42,Seed,645000,USD,645000,2023-06-21,2,1,Slice is a creator management solution that helps brands and agencies manage creators.,Software,,,https://slice.id,Slice Group,https://www.crunchbase.com/organization/slice-6e7a,"Arise, Intudo Ventures"
Pre Seed Round - Revivo,https://www.crunchbase.com/funding_round/revivo-dc6b-pre-seed--0fd0d625,Pre-Seed,635000,USD,635000,2023-07-03,4,1,Revivo is an online marketplace for quality electronic spare parts.,"Automotive, B2B, Electronics","Nairobi, Nairobi Area, Kenya, Africa",,https://revivokenya.com,Revivo,https://www.crunchbase.com/organization/revivo-dc6b,"Musha Ventures, Raba Partnership, Satgana, Village Global"
Seed Round - Tummoc,https://www.crunchbase.com/funding_round/tummoc-seed--69254fac,Seed,1000000,USD,1000000,2023-06-22,1,3,Tummoc helps ease intra-city public transport journeys for the commuters of India.,"Apps, Public Transportation","Bengaluru, Karnataka, India, Asia",,https://www.tummoc.com/,Tummoc,https://www.crunchbase.com/organization/tummoc,Inflection Point Ventures
Seed Round - Unaric,https://www.crunchbase.com/funding_round/unaric-seed--1059ac78,Seed,10000000,USD,10000000,2023-06-28,7,2,Unaric buys builds and grows salesforce-based SaaS companies.,"SaaS, Software, Web Development","London, England, United Kingdom, Europe",,https://unaric.com,Unaric,https://www.crunchbase.com/organization/unaric,"Concentric, Daniel Waterhouse, FJ Labs, LocalGlobe, Mario Götze, Patrick Aisher, Sujay Tyle"
Seed Round - Vehiclecare,https://www.crunchbase.com/funding_round/vehicle-care-seed--b37c9dae,Seed,,,,2023-07-11,1,1,"Reinventing the automotive space, VehicleCare is one of the fastest-growing online platforms for auto service and damage repair.","Automotive, Software","Gurgaon, Haryana, India, Asia",Less than $1M,https://www.vehiclecare.in,Vehiclecare,https://www.crunchbase.com/organization/vehicle-care,JITO Angel Network
Seed Round - Exits.me,https://www.crunchbase.com/funding_round/exits-me-seed--218e4ae1,Seed,,,,2023-07-10,1,2,"Exits.me is a regional online marketplace where individuals and business owners can buy and sell websites, apps, traditional businesses.","E-Commerce, Information Technology, Marketplace","Cairo, Al Qahirah, Egypt, Africa",,https://exits.me,Exits.me,https://www.crunchbase.com/organization/exits-me,Practical Venture Capital
Seed Round - Frigate,https://www.crunchbase.com/funding_round/frigate-seed--d98791f5,Seed,1500000,USD,1500000,2023-07-04,3,2,Frigate® is a B2B cloud manufacturing platform that offers manufacturing services to global customers,Manufacturing,"Tiruchirappalli, Tamil Nadu, India, Asia",,https://frigate.ai,Frigate,https://www.crunchbase.com/organization/frigate,"Arali Ventures, Capital A, Java Capital"
Seed Round - NineID,https://www.crunchbase.com/funding_round/nineid-seed--1056789c,Seed,1100000,EUR,1201197,2023-06-20,2,2,"NineID provides all of the resources required to increase access security, facility safety, and compliance.","Cyber Security, Information Technology, Security","Ghent, Oost-Vlaanderen, Belgium, Europe",,https://www.nineid.com,NineID,https://www.crunchbase.com/organization/nineid,"Comate Ventures, Pitchdrive"
Seed Round - The Solubility Company,https://www.crunchbase.com/funding_round/the-solubility-company-seed--e8bb8139,Seed,,,,2023-07-10,1,1,The Solubility Company provides measurement services based on the proprietary image-based SPA™ technology.,"Pharmaceutical, Product Research","Helsinki, Southern Finland, Finland, Europe",,https://www.thesolubilitycompany.com/,The Solubility Company,https://www.crunchbase.com/organization/the-solubility-company,Microsize
Seed Round - Watchyourhealth.com,https://www.crunchbase.com/funding_round/watchyourhealth-com-seed--04d5cd93,Seed,185000000,INR,2255361,2023-06-28,1,1,Watchyourhealth.com is an insurtech company that provides health insurance services.,"Assistive Technology, Electronic Health Record (EHR), Fitness, Health Care, Health Insurance, InsurTech, Wellness","Thane, Maharashtra, India, Asia",Less than $1M,https://www.watchyourhealth.com,Watchyourhealth.com,https://www.crunchbase.com/organization/watchyourhealth-com,Conquest Global Ventures
Pre Seed Round - Renewabl,https://www.crunchbase.com/funding_round/renewabl-pre-seed--6cff5279,Pre-Seed,1100000,GBP,1387452,2023-06-29,3,1,Renewabl is a climate-tech software company.,"CleanTech, Environmental Consulting, Renewable Energy","London, England, United Kingdom, Europe",,https://www.renewabl.com/,Renewabl,https://www.crunchbase.com/organization/renewabl,"PortfoLion Capital Partners, QVentures, South Pole"
Seed Round - Lygg,https://www.crunchbase.com/funding_round/flymaas-seed--fcf66e89,Seed,3600000,EUR,3944716,2023-06-27,1,7,Smart Mobility Platform - creating connections when before was none,"Air Transportation, Apps, Electric Vehicle, Information Technology, Mobile, Mobile Apps, Ride Sharing, Subscription Service, Transportation","Vantaa, Southern Finland, Finland, Europe",$1M to $10M,http://www.lygg.com,Lygg,https://www.crunchbase.com/organization/flymaas,Superhero Capital
Seed Round - Juntian Aerospace,https://www.crunchbase.com/funding_round/juntian-aerospace-seed--86643d67,Seed,100000000,CNY,13797861,2023-07-05,2,1,Juntian Aerospace is a satellite research and development company with unconventional and unique designs.,"Aerospace, Manufacturing","Haidian, Beijing, China, Asia",,,Juntian Aerospace,https://www.crunchbase.com/organization/juntian-aerospace,"China Minsheng Bank, Sunflower Investment"
Pre Seed Round - Eholo,https://www.crunchbase.com/funding_round/eholo-pre-seed--76261e05,Pre-Seed,200000,EUR,219380,2023-07-07,1,1,Eholo is the management software for psychologists and clinics.,"Fitness, Health Care, Wellness","Barcelona, Catalonia, Spain, Europe",,https://eholo.health/en,Eholo,https://www.crunchbase.com/organization/eholo,SeedRocket
Seed Round - Startale Labs,https://www.crunchbase.com/funding_round/startale-labs-seed--89eb1e5d,Seed,3500000,USD,3500000,2023-06-28,1,1,Startale Labs is a company that makes web3 infrastructure and public goods.,"Blockchain, Cryptocurrency","Singapore, Central Region, Singapore, Asia",,https://startale.org,Startale Labs,https://www.crunchbase.com/organization/startale-labs,So-net
Seed Round - Lone Palm Labs,https://www.crunchbase.com/funding_round/lone-palm-labs-seed--c8a353cf,Seed,,,,2023-07-07,9,2,Lone Palm Labs is a consumer technology company focused on social applications for friends and family.,"Apps, Social Media","New York, New York, United States, North America",,https://www.lonepalm.io/,Lone Palm Labs,https://www.crunchbase.com/organization/lone-palm-labs,"BoxGroup, Coalition Operators, Conviction VC, Copper, Dylan Field, Imaginary Ventures, Positive Sum, Scribble Ventures, Thrive Capital"
Seed Round - Bipa,https://www.crunchbase.com/funding_round/bipa-fc72-seed--2b775fc3,Seed,8000000,BRL,1625950,2023-07-06,2,1,Bipa is a company that allows customers to buy and sell Bitcoin starting from R$1 using Pix and Lightning Network.,"Bitcoin, Blockchain, Cryptocurrency, Transaction Processing","São Paulo, Sao Paulo, Brazil, South America",$1M to $10M,https://bipa.app/,Bipa,https://www.crunchbase.com/organization/bipa-fc72,"Hivemind Ventures, New Form Capital"
Pre Seed Round - NORTHSTAKE,https://www.crunchbase.com/funding_round/northstake-pre-seed--4ad029cb,Pre-Seed,2300000,EUR,2519769,2023-06-22,5,3,OWN A STAKE IN FUTURE ECONOMIES. Secure and compliant digital asset investments for institutional investors.,"Blockchain, Cryptocurrency, Financial Services","Copenhagen, Hovedstaden, Denmark, Europe",,https://www.northstake.dk/,NORTHSTAKE,https://www.crunchbase.com/organization/northstake,"Delta Blockchain Fund, FunFair Ventures, Morph Capital, PreSeed Ventures, The Aventures"
Seed Round - OneChain Immunotherapeutics,https://www.crunchbase.com/funding_round/onechain-immunotherapeutics-seed--dafc6fcf,Seed,6700000,EUR,7340197,2023-06-22,5,2,OCI develops therapies for leukaemia based on CAR–T.,"Biotechnology, Life Science","Barcelona, Catalonia, Spain, Europe",,https://www.onechaintx.com,OneChain Immunotherapeutics,https://www.crunchbase.com/organization/onechain-immunotherapeutics,"Centre for the Development of Industrial Technology (CDTI), Clave Capital, Invivo Capital Partners, Josep Carreras Leukaemia Research Institute, Nara Capital"
Pre Seed Round - Alfie Health,https://www.crunchbase.com/funding_round/mist-minimally-invasive-spinal-technology-pre-seed--d0ded3a4,Pre-Seed,2100000,USD,2100000,2023-06-29,4,3,Alfie provides AI-powered virtual obesity management services.,Health Care,"New York, New York, United States, North America",,https://www.joinalfie.com,Alfie Health,https://www.crunchbase.com/organization/mist-minimally-invasive-spinal-technology,"Goodwater Capital, Nina Capital, Phoenix Investment Club, Y Combinator"
Seed Round - YourTrade,https://www.crunchbase.com/funding_round/yourtrade-seed--50885680,Seed,100000000,JPY,692046,2023-07-05,2,1,YourTrade helps cross-border e-commerce companies to resale unsold goods and backlogged inventory from overseas sales.,"Logistics, Sales","Shibuya, Kanagawa, Japan, Asia",,https://www.yourtrade.jp,YourTrade,https://www.crunchbase.com/organization/yourtrade,"ANRI, Genesia Ventures"
Pre Seed Round - RAIKU Packaging,https://www.crunchbase.com/funding_round/raiku-packaging-pre-seed--8ffbeb34,Pre-Seed,1100000,EUR,1205330,2023-06-27,16,1,"Cleantech - novel super low footprint and 100% natural packaging material to substitute plastics, carton/paper and other high CO2 materials.","CleanTech, GreenTech, Manufacturing, Packaging Services","Tallinn, Harjumaa, Estonia, Europe",,https://www.raiku.co,RAIKU Packaging,https://www.crunchbase.com/organization/raiku-packaging,"AIRE (AI & Robotics Estonia), Ajujaht, Cleantech Estonia, Creative Business Network, Creative Estonia, Enterprise Estonia, EstBAN, FiBAN - Finnish Business Angels Network, Incubaator tallinn, Kaamos, Little Green Fund, Ministry of Economic Affairs and Communications for Estonia, Prototron, Tallinn University of Technology, Tehnopol, Vestman Energia"
Seed Round - Tibo,https://www.crunchbase.com/funding_round/tibo-3c09-seed--95fafd87,Seed,,,,2023-06-25,1,1,Tibo creates cybersecurity tools to avoid data leaks when AI is used.,"Artificial Intelligence, Cyber Security, Data Storage","Singapore, Central Region, Singapore, Asia",,https://www.tibo.ai/,Tibo,https://www.crunchbase.com/organization/tibo-3c09,Oak Seed Ventures
Seed Round - Gapianne,https://www.crunchbase.com/funding_round/gapianne-seed--1c339303,Seed,900000,EUR,981877,2023-06-26,,2,Gapianne is the well-being platform designed by women for women.,"Fitness, Health Care, Wellness","Paris, Ile-de-France, France, Europe",,https://www.gapianne.com/,Gapianne,https://www.crunchbase.com/organization/gapianne,
Seed Round - Zenarate,https://www.crunchbase.com/funding_round/zenarate-seed--38708b33,Seed,15000000,USD,15000000,2023-06-27,1,1,Zenarate develops performing agents through simulation training.,"Artificial Intelligence, Enterprise Software, Information Technology, InsurTech, Machine Learning, Software","Palo Alto, California, United States, North America",$1M to $10M,https://www.zenarate.com,Zenarate,https://www.crunchbase.com/organization/zenarate,Volition Capital
Seed Round - Hive Pro,https://www.crunchbase.com/funding_round/hive-pro-seed--64f6d4bc,Seed,4000000,USD,4000000,2023-07-12,,2,Hive Pro is a cybersecurity company that provides threat exposure management services.,,"Milpitas, California, United States, North America",,https://www.hivepro.com/,Hive Pro,https://www.crunchbase.com/organization/hive-pro,
Seed Round - AroundDeal,https://www.crunchbase.com/funding_round/arounddeal-seed--1e4085d2,Seed,,,,2023-06-21,1,1,"AroundDeal: Global B2B Database, Sales & Marketing Intelligence Platform","Business Intelligence, Database, Information Technology, Lead Generation, Marketing, SaaS, Software","Shanghai, Shanghai, China, Asia",,https://www.arounddeal.com,AroundDeal,https://www.crunchbase.com/organization/arounddeal,Chengwei Capital
Seed Round - Minus,https://www.crunchbase.com/funding_round/compound-foods-seed--0ee3a569,Seed,,,,2023-07-05,1,4,Minus is a beanless coffee company which produces coffee.,"Coffee, Food and Beverage","San Francisco, California, United States, North America",,https://shopminuscoffee.com,Minus,https://www.crunchbase.com/organization/compound-foods,Amplifica Capital
Seed Round - Heshu Energy,https://www.crunchbase.com/funding_round/heshu-energy-seed--cd4c6eb8,Seed,,,,2023-07-04,1,1,Heshu specializes in the integration and deployment of large-scale energy storage systems on both the power generating and grid sides.,"Energy Storage, Power Grid","Xiamen, Fujian, China, Asia",,,Heshu Energy,https://www.crunchbase.com/organization/heshu-energy,Fenghe Capital
Seed Round - Mallia Therapeutics,https://www.crunchbase.com/funding_round/mallia-therapeutics-seed--4722c8c9,Seed,,,,2023-07-11,,1,Mallia Therapeutics is a biopharmaceutical company focused on developing novel treatments to treat patients suffering from hair loss.,"Biopharma, Medical","Erlangen, Bayern, Germany, Europe",,https://mallia-therapeutics.com/,Mallia Therapeutics,https://www.crunchbase.com/organization/mallia-therapeutics,
Pre Seed Round - EcoRich Solutions,https://www.crunchbase.com/funding_round/ecorich-solutions-pre-seed--7b0440d9,Pre-Seed,10000,USD,10000,2023-06-23,1,2,EcoRich Solutions offers convenient recycling processors in densely populated urban areas.,"Agriculture, Recycling","Kahawa, Nairobi Area, Kenya, Africa",,http://www.ecorich.co.ke/,EcoRich Solutions,https://www.crunchbase.com/organization/ecorich-solutions,Standard Chartered Women in Tech Incubator
