Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Pre Seed Round - Monster API,https://www.crunchbase.com/funding_round/monster-api-pre-seed--cdaefdf5,Pre-Seed,1100000,USD,1100000,2023-06-08,2,1,Monster API is a provider of an ML pipeline platform.,,"San Francisco, California, United States, North America",,https://monsterapi.ai/,Monster API,https://www.crunchbase.com/organization/monster-api
Seed Round - biddz,https://www.crunchbase.com/funding_round/biddz-seed--f1549b04,Seed,4400000,EUR,4706320,2023-06-07,3,2,"With biddz, you can now support your favourite artists by singing along to their songs or attending unique music events.",Music,"Berlin, Berlin, Germany, Europe",,https://biddz.io,biddz,https://www.crunchbase.com/organization/biddz
Seed Round - EdfaPay,https://www.crunchbase.com/funding_round/edfapay-seed--714b5bc9,Seed,3200000,USD,3200000,2023-06-01,4,2,Edfapay is a fintech enterprise that provides smart & efficient payment solutions.,"Financial Services, FinTech, Information Technology, Payments","Riyadh, Ar Riyad, Saudi Arabia, Asia",,https://edfapay.com/,EdfaPay,https://www.crunchbase.com/organization/edfapay
Seed Round - cocafe,https://www.crunchbase.com/funding_round/cocafe-seed--057faa27,Seed,,,,2023-06-06,3,1,"cocafe possesses comprehensive competencies in creative planning, technological research and development, and operational management.","Blockchain, Cryptocurrency","Xuhui, Shanghai, China, Asia",,https://cocafe.co/,cocafe,https://www.crunchbase.com/organization/cocafe
Pre Seed Round - Batis,https://www.crunchbase.com/funding_round/batis-8086-pre-seed--913f5aca,Pre-Seed,750000,USD,750000,2023-05-19,5,1,Batis is a collaborative platform in SaaS mode for construction professionals that allows them to manage all the contracts.,"Collaboration, SaaS, Software","Paris, Ile-de-France, France, Europe",,https://www.batis.io/,Batis,https://www.crunchbase.com/organization/batis-8086
Seed Round - Zhipin,https://www.crunchbase.com/funding_round/zhipin-seed--fcee5289,Seed,,,,2023-06-09,1,1,Zhipin is an artificial intelligence (AI) recruitment platform.,"Artificial Intelligence, Recruiting, Service Industry","Fengtai, Beijing, China, Asia",,https://www.zhipincoplt.com,Zhipin,https://www.crunchbase.com/organization/zhipin
Pre Seed Round - LANCH,https://www.crunchbase.com/funding_round/lanch-e118-pre-seed--6bbf70d4,Pre-Seed,2500000,EUR,2681396,2023-05-25,7,1,LANCH is a startup that provides a virtual kitchen and food delivery service.,"Delivery, Food and Beverage","Berlin, Berlin, Germany, Europe",,https://lanch.com,LANCH,https://www.crunchbase.com/organization/lanch-e118
Pre Seed Round - Earthodic,https://www.crunchbase.com/funding_round/earthodic-pre-seed--7b1d4f0c,Pre-Seed,1850000,USD,1850000,2023-06-01,4,1,Earthodic is an Australian materials science business makes useful biobased coatings.,"Biotechnology, Recycling","Brisbane, Queensland, Australia, Oceania",,https://www.earthodic.com/,Earthodic,https://www.crunchbase.com/organization/earthodic
Seed Round - Sol,https://www.crunchbase.com/funding_round/sol-8be5-seed--278dd775,Seed,5000000,USD,5000000,2023-06-09,1,1,Sol is the creator of the Sol Reader VR headset aimed at providing users distraction free reading,,,,https://solreader.com/,Sol,https://www.crunchbase.com/organization/sol-8be5
Seed Round - WickedGud,https://www.crunchbase.com/funding_round/wickedgud-seed--056b7c97,Seed,20000000,INR,242203,2023-06-07,1,5,"WickedGud is to make eating guilt-free, and change the way the world consumes comfort foods by using indigenous, high nutrition ingredients.","Food and Beverage, Nutrition, Organic Food","Thane, Maharashtra, India, Asia",,https://wickedgud.com/,WickedGud,https://www.crunchbase.com/organization/wickedgud
Seed Round - APPROVE,https://www.crunchbase.com/funding_round/approve-27e5-seed--f9b44196,Seed,3000000,USD,3000000,2023-06-01,3,1,"APPROVE is an internal, custom-branded lending programme that shows reasonable monthly payments at Every point of sale.","B2B, Finance, Financial Services, FinTech, SaaS","Wilmington, North Carolina, United States, North America",,https://www.approvepayments.com,APPROVE,https://www.crunchbase.com/organization/approve-27e5
Seed Round - PayeLoad,https://www.crunchbase.com/funding_round/payeload-seed--c11e54ba,Seed,2500000,USD,2500000,2023-05-22,1,1,Payeload is Transportation and Logistics software that offers a reliable way to have last-minute heavy materials delivered,"B2B, Construction, Enterprise Software, Logistics, Software, Supply Chain Management, Transportation","Temecula, California, United States, North America",,https://www.payeload.com,PayeLoad,https://www.crunchbase.com/organization/payeload
Pre Seed Round - Urban Ray,https://www.crunchbase.com/funding_round/urban-ray-pre-seed--e458a2af,Pre-Seed,,,,2023-05-22,7,1,Urban Ray offers last-mile parcel deliveries by drones with automated landing and storage stations on the ground.,"Drones, Last Mile Transportation, Logistics","Aachen, Nordrhein-Westfalen, Germany, Europe",,https://www.urban-ray.com,Urban Ray,https://www.crunchbase.com/organization/urban-ray
Seed Round - Ohanafy,https://www.crunchbase.com/funding_round/ohanafy-seed--01affeb3,Seed,2800000,USD,2800000,2023-06-08,1,1,Ohanafy is a business management software for craft beverage producers.,"Food and Beverage, Information Technology, Software","Wilmington, North Carolina, United States, North America",,https://www.ohanafy.com,Ohanafy,https://www.crunchbase.com/organization/ohanafy
Pre Seed Round - Sova Health,https://www.crunchbase.com/funding_round/sova-health-pre-seed--d393bdce,Pre-Seed,,,,2023-06-08,1,4,Sova Health is a precision nutrition platform providing evidence backed personalised nutrition based on AI driven blood biomarker analysis.,"Health Care, Machine Learning, Retail, Wellness","Singapore, Central Region, Singapore, Asia",,https://www.sova.health/,Sova Health,https://www.crunchbase.com/organization/sova-health
Seed Round - Kinometrix,https://www.crunchbase.com/funding_round/kinometrix-seed--05a2a913,Seed,,,,2023-05-22,1,5,AI Precision Patient Safety Platform,"Artificial Intelligence, Health Care, Machine Learning, Medical, Medical Device","Fort Belvoir, Virginia, United States, North America",$1M to $10M,https://www.kinometrix.com/,Kinometrix,https://www.crunchbase.com/organization/kinometrix
Seed Round - Genetica,https://www.crunchbase.com/funding_round/genetica-seed--0f3fa972,Seed,500000,USD,500000,2023-05-24,4,1,"Genetica provides exact product suggestions, guaranteeing that clients obtain the best product for their wants, biochemistry.","Artificial Intelligence, Cannabis, Retail Technology, SaaS, Software, Wellness",,,https://www.getgenetica.com,Genetica,https://www.crunchbase.com/organization/genetica
Seed Round - sentra.world,https://www.crunchbase.com/funding_round/sentra-world-seed--0bbca011,Seed,160000000,INR,1936863,2023-06-05,3,1,Sentra.network is a scope 3 solution that tracks supplier emissions and facilitates green sourcing.,"Industrial, SaaS","Bangalore, Karnataka, India, Asia",,https://sentra.world,sentra.world,https://www.crunchbase.com/organization/sentra-world
Seed Round - Obinuo,https://www.crunchbase.com/funding_round/obinuo-seed--2fe9233e,Seed,10000000,CNY,1427022,2023-05-20,1,1,Orbino is a research and development company of acoustic tweezers technology.,"Biotechnology, Medical",,,,Obinuo,https://www.crunchbase.com/organization/obinuo
Seed Round - Martech3D,https://www.crunchbase.com/funding_round/martech3d-seed--8f61e889,Seed,500000,GBP,620300,2023-06-06,1,1,Martech3D is a B2B manufacturer's 3D product marketing and sales platform.,"3D Technology, B2B, Marketing","London, England, United Kingdom, Europe",,https://www.martech3d.com,Martech3D,https://www.crunchbase.com/organization/martech3d
Pre Seed Round - Storia,https://www.crunchbase.com/funding_round/storia-4634-pre-seed--9cbb0972,Pre-Seed,,,,2023-05-25,7,1,Storia is guided journaling software that helps people uncover their authentic voice.,"Apps, Information Technology, Software","London, England, United Kingdom, Europe",,https://www.storia.world,Storia,https://www.crunchbase.com/organization/storia-4634
Seed Round - Nirvesh Enterprises,https://www.crunchbase.com/funding_round/nirvesh-enterprises-seed--f3935206,Seed,4000000,INR,48417,2023-06-06,1,1,Nirvesh Enterprises is a revolutionary team of highly skilled specialists growing with the aim of adopting neurosciences.,"Health Care, Hospital, Neuroscience, Rehabilitation","Kothapet, Andhra Pradesh, India, Asia",,https://www.nirveshenterprises.com,Nirvesh Enterprises,https://www.crunchbase.com/organization/nirvesh-enterprises
Seed Round - NxtQ,https://www.crunchbase.com/funding_round/nxtq-seed--6b406569,Seed,4000000,INR,48417,2023-06-06,1,1,"NxtQ provides accurate and real-time data regarding a patient's movements, allowing prosthetists and orthotics to develop.",,,,,NxtQ,https://www.crunchbase.com/organization/nxtq
Seed Round - Segmind,https://www.crunchbase.com/funding_round/segmind-seed--e1e437e6,Seed,1000000,USD,1000000,2023-05-29,4,2,Segmind is a serverless optimization and development platform to optimize algorithms for generative AI.,"Artificial Intelligence, Information Technology, Machine Learning, Software",,,https://segmind.com/,Segmind,https://www.crunchbase.com/organization/segmind
Seed Round - Petrol Social,https://www.crunchbase.com/funding_round/petrol-social-seed--b8a0ed48,Seed,4000000,INR,48417,2023-06-06,1,1,Petrol Social intends to deliver to mobile all of the tools present on PCs and the web content production platforms and mobile smart legos.,"Content, Marketplace, Web Development","Remote, Oregon, United States, North America",,https://www.petrol.social,Petrol Social,https://www.crunchbase.com/organization/petrol-social
Seed Round - evroc,https://www.crunchbase.com/funding_round/evroc-seed--7f3c13f3,Seed,13000000,EUR,13892970,2023-06-06,2,1,"evroc provides cloud infrastructure, software and services.","Cloud Computing, Cloud Infrastructure, Cloud Security","Stockholm, Stockholms Lan, Sweden, Europe",,https://evroc.com,evroc,https://www.crunchbase.com/organization/evroc
Seed Round - Zparq,https://www.crunchbase.com/funding_round/zparq-seed--f89e2397,Seed,2500000,EUR,2680795,2023-05-30,3,1,Zparq designs and manufactures marine electric propulsion products.,"Electrical Distribution, Manufacturing, Marine Technology, Product Design","Älta, Stockholms Lan, Sweden, Europe",$1M to $10M,https://zparq.se ,Zparq,https://www.crunchbase.com/organization/zparq
Seed Round - Telly,https://www.crunchbase.com/funding_round/telly-seed--e32671f9,Seed,,,,2023-05-17,10,1,"Telly offers the first Dual Screen Smart TV, is the ultimate free television upgrade for the living room.","Electronics, TV, TV Production","Sherman Oaks, California, United States, North America",,https://www.freetelly.com,Telly,https://www.crunchbase.com/organization/telly
Pre Seed Round - Butterflye Solutions,https://www.crunchbase.com/funding_round/butterflye-solutions-pre-seed--192b401a,Pre-Seed,280000,USD,280000,2023-05-18,1,1,Butterflye assists clients in avoiding business disruptions by successfully communicating change.,"Customer Service, Software, Web Development","Denver, Colorado, United States, North America",,https://www.butterflye.io/,Butterflye Solutions,https://www.crunchbase.com/organization/butterflye-solutions
Seed Round - CaSRevolution,https://www.crunchbase.com/funding_round/casrevolution-seed--902ec3eb,Seed,1800000,EUR,1930605,2023-05-25,5,1,CaSRevolution is a research company that provides innovative therapies for neurodegenerative diseases.,"Biotechnology, Health Care, Pharmaceutical","Milan, Lombardia, Italy, Europe",$1M to $10M,https://www.casrevolution.com,CaSRevolution,https://www.crunchbase.com/organization/casrevolution
Pre Seed Round - Lifemost,https://www.crunchbase.com/funding_round/lifemost-pre-seed--4cf695d5,Pre-Seed,650000,USD,650000,2023-05-24,,1,Corporate well-being platform,"Lifestyle, Mobile Apps, Wellness","Dubai, Dubai, United Arab Emirates, Asia",,https://lifemost.ae/,Lifemost,https://www.crunchbase.com/organization/lifemost
Seed Round - NewHomesMate (formerly Propertymate),https://www.crunchbase.com/funding_round/propertymate-seed--921fbdef,Seed,5500000,USD,5500000,2023-06-14,16,3,"NewHomesMate is a marketplace to find, compare, and buy new construction homes.","Information Services, Information Technology, Property Development, Real Estate, Software","New York, New York, United States, North America",,https://newhomesmate.com/,NewHomesMate (formerly Propertymate),https://www.crunchbase.com/organization/propertymate
Seed Round - Kofa,https://www.crunchbase.com/funding_round/kofa-9163-seed--1963d7c9,Seed,,,,2023-05-24,4,1,Kofa is an automotive company that utilizes the latest electric battery and motor technology.,"CleanTech, Electric Vehicle, Smart Cities","Accra, Greater Accra, Ghana, Africa",,https://www.kofa.co,Kofa,https://www.crunchbase.com/organization/kofa-9163
Seed Round - GrowLab Organics,https://www.crunchbase.com/funding_round/growlab-organics-seed--e545c689,Seed,1000000,GBP,1240454,2023-06-05,2,1,GrowLab Organics is a medical cannabis company.,"Alternative Medicine, Cannabis","Douglas, NA - Isle of Man, Isle of Man, Europe",,https://growlaborganics.com,GrowLab Organics,https://www.crunchbase.com/organization/growlab-organics
Pre Seed Round - bNear,https://www.crunchbase.com/funding_round/bnear-pre-seed--3ffb6e1e,Pre-Seed,,,,2023-05-30,3,2,"SaaS, Enterprise Software, New Work",Software,"Köln, Nordrhein-Westfalen, Germany, Europe",,https://www.bNear.io,bNear,https://www.crunchbase.com/organization/bnear
Seed Round - Axis,https://www.crunchbase.com/funding_round/axis-pay-seed--057a0ad9,Seed,8250000,USD,8250000,2023-05-17,7,1,Axis offers a digital banking platform for small businesses and their employees.,"Financial Services, FinTech","Cairo, Al Qahirah, Egypt, Africa",,https://axisapp.com/,Axis,https://www.crunchbase.com/organization/axis-pay
Seed Round - zkPass,https://www.crunchbase.com/funding_round/zkpass-seed--3cc3d802,Seed,,,,2023-06-02,1,1,"A composable, privacy-preserving identity protocol based on MPC(Multi-party Computation) and ZKP(Zero-knowledge Proof)",Blockchain,"Sydney, New South Wales, Australia, Oceania",,https://zkpass.org,zkPass,https://www.crunchbase.com/organization/zkpass
Seed Round - Tanssi Network,https://www.crunchbase.com/funding_round/tanssi-network-seed--42f910fe,Seed,3000000,USD,3000000,2023-05-24,7,1,Tanssi is an app chain infrastructure protocol that simplifies app chain deployment.,"Blockchain, Developer Tools, Software","Us, Picardie, France, Europe",,https://www.tanssi.network,Tanssi Network,https://www.crunchbase.com/organization/tanssi-network
Pre Seed Round - Nanobiofab,https://www.crunchbase.com/funding_round/nanobiofab-pre-seed--cf43842c,Pre-Seed,350000,USD,350000,2023-06-06,1,5,Nanobiofab is a provider of nanoprinting technology and solutions.,Nanotechnology,"Frederick, Maryland, United States, North America",$1M to $10M,http://nanobiofab.com/,Nanobiofab,https://www.crunchbase.com/organization/nanobiofab
Seed Round - All Y’alls Foods,https://www.crunchbase.com/funding_round/all-y-alls-foods-seed--ec8dadd9,Seed,,,,2023-05-18,1,1,All Y’alls Foods is a food processing company that specializes in the sale of plant-based and non-GMO meat alternative products.,"Fast-Moving Consumer Goods, Food and Beverage, Food Processing, Organic Food","Denton, Texas, United States, North America",$1M to $10M,https://allyallsfoods.com/,All Y’alls Foods,https://www.crunchbase.com/organization/all-y-alls-foods
Seed Round - Ume Tea,https://www.crunchbase.com/funding_round/ume-tea-seed--90a10621,Seed,2200000,USD,2200000,2023-06-08,1,1,Ume Tea provides candy-colored bubble tea.,"Food and Beverage, Tea","Cupertino, California, United States, North America",,http://www.umeteaca.com/,Ume Tea,https://www.crunchbase.com/organization/ume-tea
Seed Round - Learn and Empower,https://www.crunchbase.com/funding_round/learn-and-empower-seed--732b4a4c,Seed,700000,INR,8477,2023-06-07,1,1,A one stop platform for deaf friendly educational games,"Education, Software","Nasik, Maharashtra, India, Asia",,https://learnemp.in,Learn and Empower,https://www.crunchbase.com/organization/learn-and-empower
Pre Seed Round - Thrive Health Tech,https://www.crunchbase.com/funding_round/thrive-health-tech-pre-seed--6132144e,Pre-Seed,7000000,USD,7000000,2023-05-18,5,1,Thrive Health Tech is a healthcare-focused mobile company.,"Electronic Health Record (EHR), Health Care, Telecommunications","Nashville, Tennessee, United States, North America",,https://thtcorp.com,Thrive Health Tech,https://www.crunchbase.com/organization/thrive-health-tech
Seed Round - Fluid Robotics,https://www.crunchbase.com/funding_round/fluid-robotics-seed--6a4c0726,Seed,700000,INR,8477,2023-06-07,1,3,The company is building a smart wastewater surveillance ecosystem to help cities across the world reduce urban water pollution.,Information Technology,"Pune, Maharashtra, India, Asia",,http://www.fluidrobotics.com/,Fluid Robotics,https://www.crunchbase.com/organization/fluid-robotics
Seed Round - Smart vision,https://www.crunchbase.com/funding_round/smart-vision-00fa-seed--30490d38,Seed,15000000,CNY,2104111,2023-06-07,1,1,"Wisdom Youshi specialises in the charging, battery replacement, and distributed energy storage of new energy-heavy vehicles.","Automotive, Battery","Taizhou, Jiangsu, China, Asia",,http://www.metiot.com/,Smart vision,https://www.crunchbase.com/organization/smart-vision-00fa
Seed Round - Boom,https://www.crunchbase.com/funding_round/boom-1f1d-seed--b967aaca,Seed,4500000,USD,4500000,2023-05-31,6,3,Boom provides financial solutions to produce credit and rent payments.,"Financial Services, FinTech, Mobile Payments","New York, New York, United States, North America",,https://boompay.app,Boom,https://www.crunchbase.com/organization/boom-1f1d
Seed Round - Speed Kitchen,https://www.crunchbase.com/funding_round/speed-kitchen-seed--543dfdf1,Seed,,,,2023-05-18,1,1,Speed Kitchen is India’s first commercial shared kitchen space.,"Business Development, Food and Beverage, Real Estate","New Delhi, Delhi, India, Asia",,https://speedkitchen.in/,Speed Kitchen,https://www.crunchbase.com/organization/speed-kitchen
Seed Round - nue.io,https://www.crunchbase.com/funding_round/nue-io-5e9b-seed--af49129f,Seed,9000000,USD,9000000,2023-05-23,6,2,Nue is an easy-to-manage quote-to-revenue platform designed to meet the needs of the modern business.,Software,"San Jose, California, United States, North America",,https://www.nue.io/,nue.io,https://www.crunchbase.com/organization/nue-io-5e9b
Seed Round - Ninjalerts,https://www.crunchbase.com/funding_round/ninjalerts-seed--69272505,Seed,150000,USD,150000,2023-06-02,2,1,Ninjalerts is a mobile and online software that provides personalised NFT alerts and push notifications for any contract or wallet.,"Blockchain, Information Services, Mobile Apps",,,https://www.ninjalerts.com/,Ninjalerts,https://www.crunchbase.com/organization/ninjalerts
Seed Round - HR DataHub,https://www.crunchbase.com/funding_round/hr-datahub-seed--f6bd79c5,Seed,1400000,GBP,1747339,2023-05-17,1,2,HRTech SaaS platform for data-driven market insights,"Human Resources, Software","Houghton Conquest, Bedfordshire, United Kingdom, Europe",,https://www.hrdatahub.com/,HR DataHub,https://www.crunchbase.com/organization/hr-datahub
Seed Round - Candy Funhouse,https://www.crunchbase.com/funding_round/candy-funhouse-seed--743fbdd0,Seed,,,,2023-06-06,1,1,Candy Funhouse is an online candy retailer that prides itself on creating meaningful experiences worth sharing!,"Confectionery, Retail, Snack Food","Toronto, Ontario, Canada, North America",,https://candyfunhouse.com,Candy Funhouse,https://www.crunchbase.com/organization/candy-funhouse
Seed Round - Stepful,https://www.crunchbase.com/funding_round/stepful-seed--f809e424,Seed,7500000,USD,7500000,2023-05-25,4,3,Stepful helps those without college degrees train for and find entry-level healthcare jobs.,"Health Care, Professional Services, Training","New York, New York, United States, North America",,https://www.stepful.com/,Stepful,https://www.crunchbase.com/organization/stepful
Seed Round - Arifu,https://www.crunchbase.com/funding_round/arifu-seed--0d5b86fc,Seed,,,,2023-06-02,1,3,Arifu is a new kind of platform that's taking quality education to scale.,"Education, Information Technology, Software","Nairobi, Nairobi Area, Kenya, Africa",,https://arifu.com/,Arifu,https://www.crunchbase.com/organization/arifu
Seed Round - Junde Pharmaceutical,https://www.crunchbase.com/funding_round/junde-pharmaceutical-seed--a061d698,Seed,,,,2023-05-31,2,1,Junde Medicine is a full-cycle innovator in chronic disease therapeutics.,"Health Care, Medical","Xiamen, Fujian, China, Asia",,,Junde Pharmaceutical,https://www.crunchbase.com/organization/junde-pharmaceutical
Seed Round - HyperVision,https://www.crunchbase.com/funding_round/hypervision-seed--8b3be519,Seed,,,,2023-05-25,3,1,HyperVision develops full Field of View XR technology.,"Augmented Reality, Hardware, Software, Virtual Reality, Wearables","Yoqne`am `illit, HaZafon, Israel, Asia",,https://www.hypervision.ai/,HyperVision,https://www.crunchbase.com/organization/hypervision
Pre Seed Round - BlueBird Power,https://www.crunchbase.com/funding_round/bluebird-power-pre-seed--11ca31f2,Pre-Seed,350000,GBP,438420,2023-06-01,1,1,BlueBird Power engages in the acceleration and integration of clean energy.,"Clean Energy, Renewable Energy","Amsterdam, Noord-Holland, The Netherlands, Europe",,https://bluebirdpower.com/,BlueBird Power,https://www.crunchbase.com/organization/bluebird-power
Seed Round - Atoa,https://www.crunchbase.com/funding_round/atoa-seed--87072343,Seed,6500000,USD,6500000,2023-06-08,3,2,Atoa is an Open Banking-based payment solution for UK businesses. Any customer with a UK mobile banking app can pay using Atoa.,"Finance, Financial Services, FinTech, Payments","London, England, United Kingdom, Europe",,https://paywithatoa.co.uk,Atoa,https://www.crunchbase.com/organization/atoa
Seed Round - Lentitek,https://www.crunchbase.com/funding_round/lentitek-seed--e6b34771,Seed,250000,GBP,310321,2023-05-30,4,1,Lentitek is a cell and gene therapy company.,"Biotechnology, Health Care, Medical","Edinburgh, Edinburgh, City of, United Kingdom, Europe",,https://lentitek.com,Lentitek,https://www.crunchbase.com/organization/lentitek
Seed Round - Airbag Technologies,https://www.crunchbase.com/funding_round/airbag-technologies-seed--5b63682c,Seed,700000,USD,700000,2023-06-02,1,3,SaaS and Mobile telematics app focused on reducing transit accidents caused by the driver’s behavior,"Big Data, Information Technology, Insurance, InsurTech, Logistics, Software, Transportation","Mexico City, Distrito Federal, Mexico, North America",,https://airbagtech.io/,Airbag Technologies,https://www.crunchbase.com/organization/airbag-technologies
Pre Seed Round - Lagrange Labs,https://www.crunchbase.com/funding_round/lagrange-labs-pre-seed--4c0415d4,Pre-Seed,4000000,USD,4000000,2023-05-18,5,1,"Seamlessly interact between chains with cryptographically secured state proofs, not opaque intermediaries.","Blockchain, Information Technology",,,,Lagrange Labs,https://www.crunchbase.com/organization/lagrange-labs
Pre Seed Round - BoomLand,https://www.crunchbase.com/funding_round/boomland-cd43-pre-seed--84f22ee2,Pre-Seed,1000000,USD,1000000,2023-05-22,4,1,BoomLand is a blockchain gaming platform that gives a revolutionary gaming experience.,"Blockchain, Gaming, Mobile Apps","Dubai, Dubai, United Arab Emirates, Asia",,https://boomland.io,BoomLand,https://www.crunchbase.com/organization/boomland-cd43
Seed Round - Siren Biotechnology,https://www.crunchbase.com/funding_round/siren-biotechnology-seed--0eca311b,Seed,,,,2023-05-17,6,1,Siren Biotechnology,"Biotechnology, Medical, Product Research","San Francisco, California, United States, North America",,,Siren Biotechnology,https://www.crunchbase.com/organization/siren-biotechnology
Seed Round - Swiftsure Innovations,https://www.crunchbase.com/funding_round/swiftsure-innovations-seed--f6b43143,Seed,2300000,USD,2300000,2023-05-22,3,4,Swiftsure Innovations provides registered nurses with the tools required to improve patient outcomes.,"Health Care, Medical Device, Wellness","Newfoundland, Pennsylvania, United States, North America",$1M to $10M,https://swiftsureinnovations.com/,Swiftsure Innovations,https://www.crunchbase.com/organization/swiftsure-innovations
Pre Seed Round - iDesign.Market,https://www.crunchbase.com/funding_round/idesign-market-1ab8-pre-seed--b5720542,Pre-Seed,200000,USD,200000,2023-06-02,1,1,"iDesign is an online marketplace providing SaaS, Design Tools and workflow features, dedicated to Interior Community.","Marketplace, SaaS","Delhi, Delhi, India, Asia",,https://www.idesign.market/,iDesign.Market,https://www.crunchbase.com/organization/idesign-market-1ab8
Seed Round - Tso Chinese Takeout & Delivery,https://www.crunchbase.com/funding_round/tso-chinese-delivery-seed--9ad6acc8,Seed,8251702,USD,8251702,2023-05-25,1,4,"Chinese-American restaurant running on a custom built vertically streamlined e-commerce, kitchen and delivery management platform","Catering, Delivery, Food Delivery, Restaurants, Same Day Delivery","Austin, Texas, United States, North America",,https://tsodelivery.com,Tso Chinese Takeout & Delivery,https://www.crunchbase.com/organization/tso-chinese-delivery
Seed Round - 8Flow.ai,https://www.crunchbase.com/funding_round/8flow-ai-seed--de8cc76a,Seed,6600000,USD,6600000,2023-06-01,11,1,Empowering enterprise support teams with AI and automation.,"Artificial Intelligence, Customer Service, Enterprise Software, IT Management, Machine Learning, SaaS, Software","Palo Alto, California, United States, North America",,https://8flow.ai,8Flow.ai,https://www.crunchbase.com/organization/8flow-ai
Seed Round - Rapid Flex,https://www.crunchbase.com/funding_round/rapid-flex-seed--7335686f,Seed,30000000,CNY,4234357,2023-06-02,1,1,Rapid Flex focuses on programmable SOCs (PSoCs) and offers adaptable computer-aided design approaches for a seamless chip design experience.,"Manufacturing, Semiconductor","Jingan, Shanghai, China, Asia",,https://rapidflex.cn/,Rapid Flex,https://www.crunchbase.com/organization/rapid-flex
Pre Seed Round - AGRO GO,https://www.crunchbase.com/funding_round/agro-go-pre-seed--858478b0,Pre-Seed,500000,USD,500000,2023-05-19,5,1,AGRO GO specialising in the selling of farm animals and work farms.,"Agriculture, Farming","Medellín, Antioquia, Colombia, South America",,,AGRO GO,https://www.crunchbase.com/organization/agro-go
Seed Round - About:Energy,https://www.crunchbase.com/funding_round/about-energy-seed--82392be8,Seed,1500000,GBP,1883236,2023-06-08,9,2,About:Energy is a battery intelligence platform that combines world-leading expertise in battery testing and software.,"Battery, Information Technology, Intelligent Systems","Thame, Oxfordshire, United Kingdom, Europe",,https://www.aboutenergy.io/,About:Energy,https://www.crunchbase.com/organization/about-energy
Pre Seed Round - Triphie,https://www.crunchbase.com/funding_round/triphie-pre-seed--896c28fd,Pre-Seed,50000,MYR,10820,2023-05-31,1,1,"Triphie is an all-in-one, customised, group trip-planning platform with AI capabilities.","Artificial Intelligence, Travel","Kuala Lumpur, Kuala Lumpur, Malaysia, Asia",,https://triphie.com/,Triphie,https://www.crunchbase.com/organization/triphie
Pre Seed Round - Artiwise,https://www.crunchbase.com/funding_round/artiwise-pre-seed--203689a5,Pre-Seed,600000,USD,600000,2023-06-01,1,2,Artiwise gathers all client feedback on a single platform by monitoring all customer communication channels.,"Analytics, Artificial Intelligence, Information Technology, Machine Learning","Istanbul, Istanbul, Turkey, Europe",,https://artiwise.com/,Artiwise,https://www.crunchbase.com/organization/artiwise
Seed Round - Syntax Health,https://www.crunchbase.com/funding_round/syntax-health-seed--5d9f32e3,Seed,7500000,USD,7500000,2023-06-08,,1,Syntax Health is an enterprise SaaS-based solution for health organisations and providers aimed at expediting value-based care alignment.,"Health Care, SaaS","Atlanta, Georgia, United States, North America",,https://www.meetsyntax.com/,Syntax Health,https://www.crunchbase.com/organization/syntax-health
Seed Round - Data Masters,https://www.crunchbase.com/funding_round/data-masters-04cb-seed--b1949c0c,Seed,650000,EUR,699443,2023-06-01,1,1,"Datamasters provides artificial intelligence, machine learning, and data science skills.","Artificial Intelligence, Education, Machine Learning, Training","Bari, Puglia, Italy, Europe",,https://datamasters.it,Data Masters,https://www.crunchbase.com/organization/data-masters-04cb
Seed Round - Wastespresso,https://www.crunchbase.com/funding_round/wastespresso-seed--78764ba2,Seed,3000000,USD,3000000,2023-06-02,1,3,Wastespresso is an upcycling company that uses coffee waste.,"Biotechnology, Manufacturing, Renewable Energy","Istanbul, Istanbul, Turkey, Europe",,https://www.wastespresso.com/,Wastespresso,https://www.crunchbase.com/organization/wastespresso
Seed Round - Konfir,https://www.crunchbase.com/funding_round/konfir-seed--6cd5d720,Seed,2000000,GBP,2473989,2023-05-24,3,2,Konfir is a B2B SaaS platform that provides instant employment and income verifications for UK-based workers.,"B2B, Information Technology, SaaS","London, England, United Kingdom, Europe",,https://www.konfir.com/,Konfir,https://www.crunchbase.com/organization/konfir
Seed Round - Hyper,https://www.crunchbase.com/funding_round/hyper-online-seed--96661ce1,Seed,3600000,USD,3600000,2023-06-06,6,3,"Building the hyperverse. We let people stream, make content, and make friends as an avatar.","Apps, Messaging, Social Network","San Francisco, California, United States, North America",,https://www.hyper.online/,Hyper,https://www.crunchbase.com/organization/hyper-online
Pre Seed Round - Finteq,https://www.crunchbase.com/funding_round/finteq-9937-pre-seed--aa6dbbbd,Pre-Seed,,,,2023-06-01,1,1,Finteq is a technological platform that manages financial liquidity in supply chains using the capital available in the chain.,"FinTech, Payments, Supply Chain Management","Katowice, Slaskie, Poland, Europe",,https://finteq.net,Finteq,https://www.crunchbase.com/organization/finteq-9937
