Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL,Investor Names
Seed Round - VoxelSensors,https://www.crunchbase.com/funding_round/voxelsensors-seed--5ba7913c,Seed,5000000,EUR,5418996,2023-05-17,3,2,VoxelSensors is at the forefront of 3D perception.,Semiconductor,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",,https://www.voxelsensors.com,VoxelSensors,https://www.crunchbase.com/organization/voxelsensors,"Capricorn Partners, Finance.Brussels, Qbic Fund"
Seed Round - HackerNoon,https://www.crunchbase.com/funding_round/hackernoon-seed--7a842027,Seed,250000,USD,250000,2023-05-15,1,3,HackerNoon publishes technology stories and builds publishing software.,"Cryptocurrency, Education, Information Technology, Publishing","Edwards, Colorado, United States, North America",,https://hackernoon.com,HackerNoon,https://www.crunchbase.com/organization/hackernoon,Arweave
Seed Round - Unitea,https://www.crunchbase.com/funding_round/joox-music-seed--85415cfd,Seed,7000000,USD,7000000,2023-05-16,4,2,For Music People. We are a community rewarding you for loyalty to music you love.,"Big Data, Event Management, Gamification, Media and Entertainment, Mobile, Music, Music Venues, Social, Social Media","Miami, Florida, United States, North America",,http://www.unitea.com,Unitea,https://www.crunchbase.com/organization/joox-music,"1st Class Guernsey, Chaos Capital, Fuel Venture Capital, TokenSociety"
Seed Round - poolside,https://www.crunchbase.com/funding_round/poolside-06b4-seed--b7b64f36,Seed,26000000,USD,26000000,2023-05-24,2,1,Poolside is developing cutting-edge foundation concepts and infrastructure that will reinvent connection with software development.,"Information Technology, Infrastructure, Software",,,,poolside,https://www.crunchbase.com/organization/poolside-06b4,"Erica Brescia, Jacob Effron"
Seed Round - Story Protocol,https://www.crunchbase.com/funding_round/story-protocol-seed--935ac64f,Seed,29300000,USD,29300000,2023-05-17,8,1,Powering web3 narrative universes via story legos,,"Bellevue, Washington, United States, North America",,https://www.storyprotocol.xyz/,Story Protocol,https://www.crunchbase.com/organization/story-protocol,"a16z crypto, Berggruen Holdings, dao5, Hashed, Mirana, Samsung NEXT’s Q Fund, SLVC, Two Small Fish Ventures"
Seed Round - Mocang Robot,https://www.crunchbase.com/funding_round/mocang-robot-seed--2e1b5f46,Seed,20000000,CNY,2854044,2023-05-19,5,1,Mocang Robotics is a warehouse robotics company that focuses on intelligent storage robots.,Robotics,"Suzhou, Jiangsu, China, Asia",,,Mocang Robot,https://www.crunchbase.com/organization/mocang-robot,"HKX, K2VC, Source Code Capital, TusStar, Weihe Investment"
Seed Round - EMO,https://www.crunchbase.com/funding_round/emo-f452-seed--4e8f1696,Seed,100000000,INR,1206404,2023-05-23,2,2,ELECTRIC VEHICLE AND COMPONENT MANUFACTURER,"CleanTech, Electric Vehicle, Manufacturing","Bangalore, Karnataka, India, Asia",,https://www.EMOENERGY.IN,EMO,https://www.crunchbase.com/organization/emo-f452,"Gruhas Proptech, Transition Venture Capital"
Seed Round - BeCause,https://www.crunchbase.com/funding_round/because-eco-seed--2accd954,Seed,510000,USD,510000,2023-05-17,2,6,AI-powered Sustainability Management Hub for Tourism,"Apps, Consulting, Hospitality, Information Services, Information Technology, Marketing, SaaS, Social Media, Tourism, Travel","Copenhagen, Hovedstaden, Denmark, Europe",,https://because.eco/,BeCause,https://www.crunchbase.com/organization/because-eco,"Alchemist Accelerator, Prolab Holding"
Seed Round - VitaBowl,https://www.crunchbase.com/funding_round/vitabowl-seed--9d872271,Seed,3000000,USD,3000000,2023-05-22,10,2,"Vitabowl provides food delivery serves locally sourced, vegetarian, and food bowls.","B2B, Delivery Service, Food and Beverage","Los Angeles, California, United States, North America",,https://vitabowl.com,VitaBowl,https://www.crunchbase.com/organization/vitabowl,"Ajay Nwosu, Ann Metzger, Denis Lam, Gaingels, LA Fund, Matt Mackowiak, Murano Group, Tanner Holmes, Tiarne Hawkins, Upper Capital"
Pre Seed Round - Eskuad,https://www.crunchbase.com/funding_round/eskuad-pre-seed--43a91450,Pre-Seed,1550000,USD,1550000,2023-05-16,5,5,No-code productivity and compliance field data platform,"Information Technology, Software","Atlanta, Georgia, United States, North America",,https://home.eskuad.com,Eskuad,https://www.crunchbase.com/organization/eskuad,"Behind Genius Ventures, C2 Ventures, Google for Startups, Mis Inversiones, Outlander VC"
Seed Round - Deployed,https://www.crunchbase.com/funding_round/deployed-seed--998412f6,Seed,4000000,USD,4000000,2023-05-18,6,5,"A collaborative work authoring platform that makes it simple to define work, for projects that start smarter and finish stronger.","SaaS, Software","London, England, United Kingdom, Europe",Less than $1M,https://www.deployed.co,Deployed,https://www.crunchbase.com/organization/deployed,"Amrock Ventures, Angel Academe, Hermesa, M12 - Microsoft's Venture Fund, Mayfield Fund, Portfolio Ventures"
Seed Round - Cork,https://www.crunchbase.com/funding_round/cork-9108-seed--f5552512,Seed,6000000,USD,6000000,2023-05-15,3,1,Cork provides cyber assurances to independent software vendors and managed service providers (MSPs) that serve small enterprises.,"Cyber Security, Service Industry","Irvine, California, United States, North America",,https://corkinc.com,Cork,https://www.crunchbase.com/organization/cork-9108,"DVx Ventures, Outsiders Fund, Vestigo Ventures"
Seed Round - Halo Therapeutics,https://www.crunchbase.com/funding_round/halo-therapeutics-seed--f0c424b7,Seed,1520000,GBP,1897111,2023-05-17,3,1,Halo Therapeutics develops antivirals to prevent users from sickness.,"Biotechnology, Health Care, Life Science, Medical, Therapeutics","Bristol, Bristol, City of, United Kingdom, Europe",,https://halo-therapeutics.com/,Halo Therapeutics,https://www.crunchbase.com/organization/halo-therapeutics,"Development Bank of Wales, Johnathan Matlock, KBA Group"
Seed Round - Neura Health,https://www.crunchbase.com/funding_round/neura-health-2917-seed--422aa298,Seed,8000000,USD,8000000,2023-05-17,6,2,Neura Health is a venture-backed startup with a mission to improve access and quality of care for neurological conditions.,Health Care,"New York, New York, United States, North America",,https://www.neurahealth.co/,Neura Health,https://www.crunchbase.com/organization/neura-health-2917,"Correlation Ventures, Koch Disruptive Technologies, Next Play Ventures, Norwest Venture Partners, Pear VC, Plug and Play"
Seed Round - FastLane,https://www.crunchbase.com/funding_round/fastlane-0d72-seed--b198d4a9,Seed,2300000,USD,2300000,2023-05-23,8,2,FastLane protocol is designed to generate revenue for validators while increasing the effectiveness of algorithmic traders.,Software,"Los Angeles, California, United States, North America",,https://www.fastlane.finance,FastLane,https://www.crunchbase.com/organization/fastlane-0d72,"a41 Ventures, Delphi Ventures, Everstake, Multicoin Capital, Polygon Ventures, Sandeep Nailwal, Shima Capital, Symbolic Capital"
Seed Round - Capital Setu,https://www.crunchbase.com/funding_round/capital-setu-seed--ad1dcb80,Seed,28000000,INR,339595,2023-05-17,5,1,We make supply chain financing accessible to MSME and Non-MSME Corporates.,"Finance, Financial Services, FinTech","Noida, Uttar Pradesh, India, Asia",,https://capitalsetu.com,Capital Setu,https://www.crunchbase.com/organization/capital-setu,"Ashish Kacholia, Rajat Mehta, Real Time Accelerator Fund, Sulagna Bhattacharya, Vikas Khemani"
Seed Round - Pear Suite,https://www.crunchbase.com/funding_round/pear-suite-seed--7c511921,Seed,2500000,USD,2500000,2023-05-16,11,3,Pear Suite helps community health workers to address social determinants of health through culturally sensitive care navigation.,"Health Care, Wellness","Seattle, Washington, United States, North America",,https://www.pearsuite.com/,Pear Suite,https://www.crunchbase.com/organization/pear-suite,"American Heart Association, Atento Capital, Impact Engine, Incisive Ventures, Lair East Labs, Mucker Capital, Open Venture Capital, StartUp Health, Sweater, Techstars, Third Act Ventures"
Seed Round - Groopit,https://www.crunchbase.com/funding_round/groopit-seed--d277e96d,Seed,3500000,USD,3500000,2023-05-18,4,6,"Groopit is a collaboration platform that collects data from cross functional, remote, and decentralized teams to accelerate collaboration.","Mobile, SaaS, Software","Seattle, Washington, United States, North America",$1M to $10M,https://www.groopit.co/,Groopit,https://www.crunchbase.com/organization/groopit,"Cascade Seed Fund, Cercano Management, Tapas Capital, WestRiver Group"
Seed Round - Guangdong Gold,https://www.crunchbase.com/funding_round/guangdong-gold-seed--34eef61c,Seed,100000000,CNY,14331575,2023-05-16,,1,Guangdong Gold is a research and development and manufacturer of silicon carbide semiconductor materials.,"Manufacturing, Semiconductor","Chengdu, Sichuan, China, Asia",,,Guangdong Gold,https://www.crunchbase.com/organization/guangdong-gold,
Seed Round - Vault,https://www.crunchbase.com/funding_round/vault-13fc-seed--fcdee95a,Seed,5000000,CAD,3709900,2023-05-16,4,1,Vault is a banking platform that integrates multi-currency-based accounts to assist transfers.,Financial Services,"Toronto, Ontario, Canada, North America",,https://tryvault.com,Vault,https://www.crunchbase.com/organization/vault-13fc,"Fin Capital, Gradient Ventures, The Fintech Fund, Thirdbase Capital"
Seed Round - Houdini Swap,https://www.crunchbase.com/funding_round/houdini-swap-seed--cecef1ea,Seed,250000,USD,250000,2023-05-22,1,1,Houdini Swap uses Monero as a tunnel between different liquidity partners to anonymize blockchain transactions.,"Blockchain, Cryptocurrency","St Louis, Missouri, United States, North America",,https://houdiniswap.com,Houdini Swap,https://www.crunchbase.com/organization/houdini-swap,Theia Blockchain
Seed Round - Somethings,https://www.crunchbase.com/funding_round/somethings-seed--d6e56a28,Seed,3200000,USD,3200000,2023-05-16,11,1,Somethings is a platform for wellness tailored to young people that links youngsters with qualified mentors.,"Health Care, Wellness","New York, New York, United States, North America",,https://www.somethings.com/,Somethings,https://www.crunchbase.com/organization/somethings,"Ashley Mayer, Gaingels, General Catalyst, Jackson Jhin, Joshua Browder, Justin Mateen, Modern Venture Partners, One Mind Accelerator, Plug N Play Ventures, Tau Ventures, Toyin Ajayi"
Seed Round - Endua,https://www.crunchbase.com/funding_round/endua-seed--2fb7cd1e,Seed,7500000,AUD,4961249,2023-05-23,5,2,Endua is developing the next generation of renewable energy multi-day storage solutions.,"Energy Storage, Manufacturing, Renewable Energy, Semiconductor","Brisbane, Queensland, Australia, Oceania",,https://www.endua.com/,Endua,https://www.crunchbase.com/organization/endua,"77 Partners, Ampol, Main Sequence Ventures, Melt Ventures, Queensland Investment Corporation"
Seed Round - Boundary Intelligent Control,https://www.crunchbase.com/funding_round/boundary-intelligent-control-seed--27f84806,Seed,,,,2023-05-22,5,1,"Boundary Intelligent is specialized in creating airborne systems, such as flight control systems, that satisfy the needs of civil aircraft.","Air Transportation, Artificial Intelligence, Manufacturing","Shenzhen, Guangdong, China, Asia",,https://www.boundaryai.cn/,Boundary Intelligent Control,https://www.crunchbase.com/organization/boundary-intelligent-control,"ASBV, DAN Venture Capital, Puhua Capital, Sequoia Capital China, Shenzhen Small & Medium Enterprises Credit Financing Guarantee Group"
Seed Round - Resurrect Bio,https://www.crunchbase.com/funding_round/resurrect-bio-seed--94b16fe0,Seed,1610000,GBP,2010022,2023-05-16,4,1,Resurrect Bio is a plant biotech company that will improve the immune system of crop species to revolutionize the agricultural industry.,"AgTech, Animal Feed, Biotechnology","London, England, United Kingdom, Europe",,https://resurrect.bio,Resurrect Bio,https://www.crunchbase.com/organization/resurrect-bio,"AgFunder, Shake climate, SynBioVen, UK Innovation & Science Seed Fund"
Seed Round - LabDAO,https://www.crunchbase.com/funding_round/labdao-seed--c056db61,Seed,3600000,USD,3600000,2023-05-23,15,2,LabDAO is a research organization designed to unlock progress in the computational life sciences.,,"Berlin, Berlin, Germany, Europe",,https://www.labdao.xyz,LabDAO,https://www.crunchbase.com/organization/labdao,"Balaji Srinivasan, Beaker DAO, Curve Labs, gmjp, Gnosis, ID Theory, Inflection, Molecule, North Island Ventures, Orange DAO, Road Capital, Seed Club Ventures, Spaceship, The LAO, Village Global"
Seed Round - Sixfold AI,https://www.crunchbase.com/funding_round/sixfold-ai-seed--e3954cd2,Seed,6500000,USD,6500000,2023-05-24,2,1,Sixfold AI is a generative artificial intelligence developed and educated to handle the most difficult problems in the insurance industry.,"Artificial Intelligence, InsurTech, Productivity Tools","New York, New York, United States, North America",,https://www.sixfold.ai,Sixfold AI,https://www.crunchbase.com/organization/sixfold-ai,"Bessemer Venture Partners, Crystal Venture Partners"
Seed Round - Quilt,https://www.crunchbase.com/funding_round/quilt-b189-seed--d1527f91,Seed,9000000,USD,9000000,2023-05-16,8,2,Home Systems for a Better Climate,"Home Improvement, Home Services, Information Technology, Internet of Things, Manufacturing, Smart Home","Redwood City, California, United States, North America",,https://www.quilt.com/,Quilt,https://www.crunchbase.com/organization/quilt-b189,"Climate Capital, Garage Capital, Gradient Ventures, Incite Ventures, Keller Smith, Lowercarbon Capital, MCJ Collective, Spacecadet Ventures"
Seed Round - Duke,https://www.crunchbase.com/funding_round/duke-seed--dd19f419,Seed,,,,2023-05-17,4,2,The first entirely digital and seamless Car Rental Experience,"Delivery Service, Internet, Logistics, Rental, Software","Berlin, Berlin, Germany, Europe",,https://www.call-a-duke.com,Duke,https://www.crunchbase.com/organization/duke,"APX, Bâloise Holding, Toni Kroos, Vealo Ventures"
Seed Round - Anotherblock,https://www.crunchbase.com/funding_round/anotherblock-seed--4c79e7e9,Seed,4000000,EUR,4346182,2023-05-16,3,3,Anotherblock provides a blockchain based platform to decentralize music rights connecting non-fungible tokens to royalty rights.,"Blockchain, Intellectual Property, Music","Stockholm, Stockholms Lan, Sweden, Europe",,http://www.anotherblock.io/,Anotherblock,https://www.crunchbase.com/organization/anotherblock,"Axel Christofer Hedfors, Founderheads,, Stride.VC"
Seed Round - PIONIX,https://www.crunchbase.com/funding_round/pionix-fe94-seed--f100ac23,Seed,5000000,EUR,5405405,2023-05-22,5,3,open source software as a service for charging stations / e-mobility,"Electric Vehicle, Energy, Software","Bruchsal, Baden-Wurttemberg, Germany, Europe",,https://pionix.com/,PIONIX,https://www.crunchbase.com/organization/pionix-fe94,"Axeleo Capital, MobilityFund, Pale Blue Dot, Vireo Ventures, Yabeo Capital"
Seed Round - Asymmetry Finance,https://www.crunchbase.com/funding_round/asymmetry-finance-seed--12eefcbe,Seed,3000000,USD,3000000,2023-05-16,3,1,Asymmetry Finance offers DeFi native staked Ethereum Indices that earns market leading yield.,"Blockchain, Finance, Financial Services",,,https://www.asymmetry.finance/,Asymmetry Finance,https://www.crunchbase.com/organization/asymmetry-finance,"Ecco Capital, gmjp, Republic Crypto"
Pre Seed Round - Traxlo,https://www.crunchbase.com/funding_round/traxlo-pre-seed--0d41120c,Pre-Seed,600000,EUR,645338,2023-05-24,4,5,The operator of grocery store tasks & staff marketplace - Tasku.app,"Marketplace, Retail, Retail Technology, Software","Vilnius, Vilniaus Apskritis, Lithuania, Europe",,https://traxlo.com/,Traxlo,https://www.crunchbase.com/organization/traxlo,"Antler, Black Pearls VC, Daniel McCormick, Iron Wolf Capital"
Seed Round - Sycoretec,https://www.crunchbase.com/funding_round/sycoretec-seed--b206374d,Seed,,,,2023-05-16,2,1,"Zhongke Haishi is a high-tech enterprise specializing in the research and development, production and sales of new materials.","Manufacturing, Textiles","Beijing, Beijing, China, Asia",,http://www.sycoretec.com/,Sycoretec,https://www.crunchbase.com/organization/sycoretec,"Future Light cone, Sequoia Capital China"
Seed Round - SapientAI,https://www.crunchbase.com/funding_round/sapientai-seed--e3ed0fbf,Seed,5000000,USD,5000000,2023-05-16,3,1,"SapientAI created AI Test Coder, the first platform that combines contextual insights, coding intelligence to generate correct test code.","Artificial Intelligence, Information Technology, Software","Mountain View, California, United States, North America",,https://www.sapient.ai,SapientAI,https://www.crunchbase.com/organization/sapientai,"8VC, Correlation Ventures, GTMfund"
Seed Round - Aki Network,https://www.crunchbase.com/funding_round/aki-network-seed--4aaff7ca,Seed,,,,2023-05-16,9,1,Aki Network offers a web3 growth stack that tracks real promotion performance of crypto influencers using on-chain data-driven goods.,"Blockchain, Marketing, Service Industry, Web Design",,,https://akiprotocol.io,Aki Network,https://www.crunchbase.com/organization/aki-network,"Alchemy Pay, CatcherVC, Emoote, Futurism Labs, Incuba Alpha, Mask Network, Meteorite Labs, MZ Web3 Fund, Oxbull"
Pre Seed Round - Leumas,https://www.crunchbase.com/funding_round/leumas-pre-seed--86f33963,Pre-Seed,70000000,INR,850585,2023-05-16,3,1,Leumas is a digital factory solution for brands helping them with their manufacturing journey from concept to scale.,"Industrial Automation, Industrial Engineering","Bangalore, Karnataka, India, Asia",,https://leumasware.com,Leumas,https://www.crunchbase.com/organization/leumas,"Anicut Capital, Capital 2B, Capital A"
Seed Round - Nailted,https://www.crunchbase.com/funding_round/nailted-seed--03a13e32,Seed,380000,EUR,411843,2023-05-17,2,1,The employee engagement platform for modern People & HR teams.,"Human Resources, SaaS, Software","Madrid, Madrid, Spain, Europe",,https://nailted.com,Nailted,https://www.crunchbase.com/organization/nailted,"Bewater Funds, Big Sur Ventures"
Seed Round - Tangible,https://www.crunchbase.com/funding_round/tangible-d113-seed--3c26cc7c,Seed,3000000,USD,3000000,2023-05-16,6,2,Tangible is a climate technology company focused on sustainable materials and embodied carbon management for real estate developers.,"Construction, Information Technology, Software","San Francisco, California, United States, North America",,https://tangiblematerials.com/,Tangible,https://www.crunchbase.com/organization/tangible-d113,"Asymmetric Capital Partners, Deco Ventures, Fifty Years, Foundamental, Pi Labs, Redstone"
Pre Seed Round - Loewi,https://www.crunchbase.com/funding_round/loewi-e050-pre-seed--31e49fb5,Pre-Seed,1000000,EUR,1076947,2023-05-23,2,1,Loewi allows you to sell your two-wheeled companion.,"Electric Vehicle, Manufacturing, Marketplace","Paris, Ile-de-France, France, Europe",,https://loewi.fr/,Loewi,https://www.crunchbase.com/organization/loewi-e050,"Antler, Satgana"
Pre Seed Round - Antefil Composite Tech,https://www.crunchbase.com/funding_round/antefil-composite-tech-pre-seed--70c6857a,Pre-Seed,1500000,CHF,1663810,2023-05-23,4,6,Antefil Composite Tech provides micro engineered hybrid fibre for lightweight structures.,Advanced Materials,"Zürich, Zurich, Switzerland, Europe",,https://www.antefil.com,Antefil Composite Tech,https://www.crunchbase.com/organization/antefil-composite-tech,"Kick Foundation, Serpentine Ventures, Unifil, Werner Frei"
Seed Round - Planera,https://www.crunchbase.com/funding_round/planera-seed--12b29784,Seed,5400000,USD,5400000,2023-05-17,2,1,Planera is a software company that makes construction industry more efficient & profitable.,"Construction, Scheduling, Software","Pleasanton, California, United States, North America",,https://www.planera.io/,Planera,https://www.crunchbase.com/organization/planera,"Firebolt Ventures, Sorenson Ventures"
Seed Round - Jarvis Invest,https://www.crunchbase.com/funding_round/jarvis-invest-seed--6c1ddbb1,Seed,,,,2023-05-16,2,3,Jarvis Invest is a mobile application that provides AI based Equity Advisory Model with an embedded Risk Management System.,"Financial Services, FinTech, Information Technology","Thane, Maharashtra, India, Asia",,https://www.jarvisinvest.com,Jarvis Invest,https://www.crunchbase.com/organization/jarvis-invest,"BestVantage Investments, Hem Securities"
Seed Round - ingarden,https://www.crunchbase.com/funding_round/ingarden-fe08-seed--0f883c30,Seed,500000,EUR,543675,2023-05-15,9,2,"Ingarden provides hydroponic microgreen garden technology, allowing growers easy access to natural nourishing foods.","Food and Beverage, GreenTech, Organic Food, Sustainability","Dover, Delaware, United States, North America",Less than $1M,https://ingarden.com,ingarden,https://www.crunchbase.com/organization/ingarden-fe08,"Anne Lemcke, Bjoern Keune, Gennadi Tschernow, Henry Gwilliam, Jimmy Hill, Monique Hoell, Nikita Fahrenholz, Norbert Neef, Stefan Lemcke"
Seed Round - IM Efficiency,https://www.crunchbase.com/funding_round/im-efficiency-seed--55b1a17f,Seed,,,,2023-05-16,2,1,IM Efficiency desire to increase productivity in the road freight transport industry.,"Freight Service, Software, Transportation","Helmond, Noord-Brabant, The Netherlands, Europe",,https://imefficiency.com,IM Efficiency,https://www.crunchbase.com/organization/im-efficiency,"BOM, Rockstart"
Seed Round - FUNCTION12,https://www.crunchbase.com/funding_round/function12-seed--91cd2536,Seed,1200000000,KRW,898371,2023-05-15,3,3,FUNCTION12 is a frontend view code assistant that converts Figma design into responsive HTML CSS code.,"Consulting, Information Technology","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,https://function12.io,FUNCTION12,https://www.crunchbase.com/organization/function12,"D·CAMP, Korea Credit Guarantee Fund, Moby Dick"
Pre Seed Round - Compiify,https://www.crunchbase.com/funding_round/compiify-pre-seed--1eb0b8d1,Pre-Seed,1000000,USD,1000000,2023-05-16,15,1,"Compiify enables businesses to decide on pay in a fair, competitive, and effective manner.","Billing, Data Center Automation, Employee Benefits","San Francisco, California, United States, North America",,https://compiify.com/,Compiify,https://www.crunchbase.com/organization/compiify,"Alireza Masrour, Aman Brar, Brian Bordley, Caroline Winnett, Chris Geraci, Ground game ventures, Joshua Kline, Narayanan Ramachandran, Plug and Play Tech Center, Riddhi K., Sangam Singh, Sharath Keshava Narayana, SkyDeck Berkeley, Sriram Ramanathan, Victor Ahuja"
Seed Round - Werover,https://www.crunchbase.com/funding_round/searover-seed--6ac4e402,Seed,350000,USD,350000,2023-05-18,1,1,"Robotic, acoustic and AI solutions for renewable energies assets and wind turbines .","Artificial Intelligence, Energy, Marine Technology, Renewable Energy, Software","Bremen, Bremen, Germany, Europe",,https://www.werover.com/,Werover,https://www.crunchbase.com/organization/searover,Alchemist Accelerator
Seed Round - nue.io,https://www.crunchbase.com/funding_round/nue-io-5e9b-seed--af49129f,Seed,9000000,USD,9000000,2023-05-23,6,2,Nue is an easy-to-manage quote-to-revenue platform designed to meet the needs of the modern business.,Software,"San Jose, California, United States, North America",,https://www.nue.io/,nue.io,https://www.crunchbase.com/organization/nue-io-5e9b,"Bluefish Ventures, Information Venture Partners, NextWorld Capital, NJP Ventures, Operator Stack, Penny Jar Capital"
Seed Round - Yongtai Shuneng,https://www.crunchbase.com/funding_round/yongtai-shuneng-seed--af05da79,Seed,,,,2023-05-15,6,1,"Yongtai Shuneng provides energy storage, electric car charging, swapping and entire sets of power equipment, and solutions.","Energy Storage, Manufacturing","Shenzhen, Guangdong, China, Asia",,,Yongtai Shuneng,https://www.crunchbase.com/organization/yongtai-shuneng,"Juchuang Investment, Leaguer Group, Lushan Investment, TopoScend Capital, Z&Y Capital, Zhuoyuan Capital"
Seed Round - Entro,https://www.crunchbase.com/funding_round/entro-cf4f-seed--80bea14d,Seed,6000000,USD,6000000,2023-05-17,5,1,Entro is a revolutionary cyber security platform that provides protection for secrets and programmatic access to cloud services and data.,"Cloud Security, Cyber Security, Identity Management, Security","Tel Aviv-jaffa, Tel Aviv, Israel, Asia",,https://entro.security,Entro,https://www.crunchbase.com/organization/entro-cf4f,"Amichai Shulman, Hyperwise Ventures, Mickey Boodaei, Rakesh K. Loonkar, StageOne Ventures"
Pre Seed Round - Covrzy,https://www.crunchbase.com/funding_round/covrzy-pre-seed--7609d98d,Pre-Seed,32000000,INR,386049,2023-05-23,2,1,Covrzy enables business owners to evaluate and acquire insurance coverage for their companies.,"Insurance, Service Industry","Bengaluru, Karnataka, India, Asia",,https://www.covrzy.com,Covrzy,https://www.crunchbase.com/organization/covrzy,"Antler, Veda VC"
Seed Round - Hands In,https://www.crunchbase.com/funding_round/hands-in-seed--feecac90,Seed,434866,GBP,544665,2023-05-15,,2,Building the first payment method enabling groups to checkout online.,"E-Commerce, Financial Services, Mobile Payments, Payments","London, England, United Kingdom, Europe",,http://www.handsin.co.uk,Hands In,https://www.crunchbase.com/organization/hands-in,
Seed Round - Rosa Biotech,https://www.crunchbase.com/funding_round/rosa-biotech-seed--b29fe8b2,Seed,415000,GBP,519783,2023-05-15,,2,Rosa Biotech is an AI-driven biosensing and diagnostics company based in Bristol.,"Artificial Intelligence, Biotechnology, Machine Learning","Bristol, Bristol, City of, United Kingdom, Europe",,https://www.rosabio.tech/,Rosa Biotech,https://www.crunchbase.com/organization/rosa-biotech,
Seed Round - Hourglass,https://www.crunchbase.com/funding_round/hourglass-seed--154f76c2,Seed,4200000,USD,4200000,2023-05-15,5,1,Hourglass is an operator of a financial marketplace intended to trade locked-up DeFi assets.,"Blockchain, Cryptocurrency, Finance","New York, New York, United States, North America",,http://www.hourglassx.com/,Hourglass,https://www.crunchbase.com/organization/hourglass,"Circle, Coinbase Ventures, Electric Capital, Hack VC, Tribe Capital"
Pre Seed Round - Batis,https://www.crunchbase.com/funding_round/batis-8086-pre-seed--913f5aca,Pre-Seed,750000,USD,750000,2023-05-19,5,1,Batis is a collaborative platform in SaaS mode for construction professionals that allows them to manage all the contracts.,"Collaboration, SaaS, Software","Paris, Ile-de-France, France, Europe",,https://www.batis.io/,Batis,https://www.crunchbase.com/organization/batis-8086,"Bpifrance, Epicture, HOBO, ID Capture, Super Capital"
Seed Round - Frenter,https://www.crunchbase.com/funding_round/frenter-seed--7b461c2f,Seed,1000000,USD,1000000,2023-05-15,9,6,Next-Gen Asset Management for Heavy Equipment Operations,"B2B, Big Data, Information Services, Rental, SaaS","Halifax, Nova Scotia, Canada, North America",,https://frenter.com,Frenter,https://www.crunchbase.com/organization/frenter,"1517 Fund, Bill Barrett, DKAM Ventures, Gordon Quaiattini, Invest Nova Scotia, LAUNCH, LOI Venture, Sarah Stevens, Venture Grade"
Pre Seed Round - Cotiss,https://www.crunchbase.com/funding_round/cotiss-pre-seed--11bc3492,Pre-Seed,2200000,USD,2200000,2023-05-15,5,1,"We're building the world's easiest to use, end-to-end procurement software, specifically built for small and medium procurement teams.","Information Technology, Procurement, SaaS, Software","Auckland, Auckland, New Zealand, Oceania",$1M to $10M,https://www.cotiss.com/,Cotiss,https://www.crunchbase.com/organization/cotiss,"AfterWork Ventures, Blackbird Ventures, CoVentures, Icehouse Ventures, Phase One Ventures"
Seed Round - Ownify,https://www.crunchbase.com/funding_round/ownify-seed--74814b2b,Seed,7000000,USD,7000000,2023-05-15,3,1,Homeownership reimagined for you,"Financial Services, Real Estate","San Francisco, California, United States, North America",,https://www.ownify.com,Ownify,https://www.crunchbase.com/organization/ownify,"Fortified Ventures, lobby capital, Socially Financed"
Seed Round - AYO Indonesia,https://www.crunchbase.com/funding_round/ayo-indonesia-seed--2833d9bf,Seed,,,,2023-05-15,5,3,AYO Indonesia is a Football community app that connects football players and teams across Indonesia.,"Apps, Information Technology, Mobile Apps, Sports","Jakarta, Jakarta Raya, Indonesia, Asia",,https://ayo.co.id/,AYO Indonesia,https://www.crunchbase.com/organization/ayo-indonesia,"Alphamomentum, Greysia Polii, Joseph Prabantara, Leo Lee, Reinaldo Tendean"
Seed Round - Genetica,https://www.crunchbase.com/funding_round/genetica-seed--0f3fa972,Seed,500000,USD,500000,2023-05-24,4,1,"Genetica provides exact product suggestions, guaranteeing that clients obtain the best product for their wants, biochemistry.","Artificial Intelligence, Cannabis, Retail Technology, SaaS, Software, Wellness",,,https://www.getgenetica.com,Genetica,https://www.crunchbase.com/organization/genetica,"ensemble, Michael Heller, Mitchell Harounian., Show-Me Organics"
Seed Round - Hook Security,https://www.crunchbase.com/funding_round/hook-security-inc-seed--aad10d2a,Seed,5500000,USD,5500000,2023-05-15,4,6,Hook Security is a cybersecurity training company introducing Psychological Security to the outdated Security Awareness Training industry.,"Consulting, Corporate Training, Cyber Security, Education, Information Technology, Internet, SaaS, Software, Training","Greenville, South Carolina, United States, North America",$1M to $10M,https://hooksecurity.co,Hook Security,https://www.crunchbase.com/organization/hook-security-inc,"DeepWork Capital, Florida Opportunity Fund, Stout Street Capital, TampaBay.Ventures"
Seed Round - PayeLoad,https://www.crunchbase.com/funding_round/payeload-seed--c11e54ba,Seed,2500000,USD,2500000,2023-05-22,1,1,Payeload is Transportation and Logistics software that offers a reliable way to have last-minute heavy materials delivered,"B2B, Construction, Enterprise Software, Logistics, Software, Supply Chain Management, Transportation","Temecula, California, United States, North America",,https://www.payeload.com,PayeLoad,https://www.crunchbase.com/organization/payeload,Golden Section
